fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,March,31,UTTAR PRADESH,3127,SHAHJAHANPUR,4751946,200.19219573218,32,368,5471.334880233,7794,3,16500,4928980,1415012,90686,3731,188,632.6316,15971.399769433,153079,184072,195659,307135,7138,390825,549894,24294,9867.4332892,759264,51,54.52,55.92,106.61,NA
2020-2021,March,31,UTTAR PRADESH,3129,SITAPUR,14506793,199.401780840046,45,756,16480.200869152,25800,2,71038,13987163,5343815,332044,21777,1168,1050.86034,45421.713320152,306238,409062,422614,799774,37855,803573,1326288,96838,27890.652111,3899441,76,61.17,50.64,102.93,NA
2020-2021,March,31,UTTAR PRADESH,3130,HARDOI,10612946,200.011206788278,48,275,9151.702108959,11735,2,30294,11520919,4282422,168436,12650,490,629.1507,32823.981933959,236430,261948,317199,430491,27884,656077,829906,42029,23043.129125,2376297,45,64.22,67.31,104.49,NA
2020-2021,March,31,UTTAR PRADESH,3135,ETAWAH,4711693,197.037420756932,44,107,4224.803476016,7822,0,13402,4603715,1606191,60437,6956,225,210.04843,13505.893201016,102604,117222,117633,161913,9947,200697,258620,21224,9071.041295,946708,40,50.2,64.3,108.88,NA
2020-2021,March,31,UTTAR PRADESH,3142,BANDA,5671649,201.298663339172,42,101,8342.615207054,8732,0,28283,5173863,1379951,91887,3290,218,380.29702,19137.829289054,122191,183781,160054,336807,9718,284254,540959,37015,10414.917062,2206689,80,64.46,55.65,101.63,NA
2020-2021,March,31,UTTAR PRADESH,3145,PRAYAGRAJ,10180495,199.783448532176,38,378,11255.452203223,12661,3,54923,9035247,4353677,221438,4947,252,656.0435,29962.423743223,231985,296697,283515,448958,12157,547165,794900,67584,18050.92804,3409842,70,56.92,53.71,102.9,NA
2020-2021,March,31,UTTAR PRADESH,3150,SULTANPUR,8042254,199.247834728307,45,195,7828.275195554,15110,0,44056,7155333,2009612,85042,14163,597,475.30902,22560.430285654,158543,181509,209986,289595,14468,449327,573096,59166,14256.8460701,2775916,67,59.73,60.2,101.62,NA
2020-2021,March,31,UTTAR PRADESH,3152,MAHARAJGANJ,9470552,199.316179817953,43,875,13381.691159335,6090,0,18620,10569334,2371252,112941,45685,2972,587.73514,35035.819060335,245128,310143,290362,492987,18245,408960,655598,24710,21066.392761,4181256,59,54.36,55.72,101.23,NA
2020-2021,March,31,UTTAR PRADESH,3163,SONBHADRA,6374002,198.549685470133,40,393,7718.20891836401,10448,1,23558,6833882,1971330,154308,2105019,148745,310.34986,21597.209994764,169179,249188,208146,490808,12749,388095,826038,34006,13568.6512164,3265392,66,59.8,55.33,101.09,NA
2020-2021,March,31,UTTAR PRADESH,3167,AMROHA,2979171,199.483682820964,37,182,2549.765525032,6739,0,5968,3366452,888327,54363,1643,79,276.54306,9541.831015032,90188,116831,116073,193162,7698,172497,270920,12707,6715.52243,746453,23,72.2,66.02,103.17,NA
2020-2021,March,31,UTTAR PRADESH,3172,KUSHI NAGAR,6172028,199.129973585448,41,401,7951.367395227,20204,1,26743,6911342,1925807,105567,10051,521,607.44435,22321.365244227,168092,200148,231819,354646,11610,477485,662688,46947,13762.553499,2198813,41,65.04,55.65,104.34,NA
2020-2021,March,31,UTTAR PRADESH,3177,CHITRAKOOT,5375845,201.888558251474,48,100,6360.469049174,7378,0,17806,4731803,2018928,97617,891,36,252.77561,16166.213515174,97902,153820,113181,223473,14438,165556,305694,25184,9552.968856,2005657,62,50.86,55.92,100.96,NA
2020-2021,March,31,UTTAR PRADESH,3179,MAHOBA,2106239,200.399494570722,42,58,1624.43289937199,2697,1,11857,2092083,614574,50939,2854,231,147.20546,5964.16211737199,49210,84144,62604,169459,4815,120138,293321,14554,4192.523758,790483,64,83.42,72.18,102.7,NA
2020-2021,March,31,UTTAR PRADESH,3182,HAPUR,265311,200.393255351583,35,17,60.837701583,999,0,589,263053,112720,4761,16,6,2.19704,590.175211583,7491,8223,10700,12083,348,18055,20392,1588,527.14047,86402,42,50.33,69.63,100.27,NA
2020-2021,March,31,UTTAR PRADESH,3184,SAMBHAL,3078359,199.553007585607,38,290,2204.369244534,6071,114,10472,3421216,1081353,52919,1605,63,314.52443,9346.033098534,88573,104715,114846,161841,7614,203336,267907,16543,6827.139424,842777,34,46.84,47.01,100.1,NA
2020-2021,Oct,31,UTTAR PRADESH,3109,BIJNOR,2952035,191.9345202158,20,341,1792.18689624201,1893,0,16590,3098987,1289176,128510,9967,761,125.56899,7865.78171624201,153164,189953,187091,295329,489,272239,403758,18483,5948.02583,789788,21,67.62,76.59,104.32,NA
2020-2021,Oct,31,UTTAR PRADESH,3110,MORADABAD,2327365,185.992143151947,30,200,763.411992864001,1492,63,8379,2558596,588532,40238,2092,100,51.96448,5574.164007864,83238,98008,115339,175030,1506,206502,289391,9871,4758.787535,665873,27,86.14,88.34,101.24,NA
2020-2021,Oct,31,UTTAR PRADESH,3111,RAMPUR,2335943,192.753374590123,24,213,2757.33162944701,2026,0,8710,2189377,468732,35666,3419,216,135.51968,7112.94935944701,88368,97267,118977,158155,146,211951,269187,10736,4220.09805,388132,24,57.43,62.32,100.33,NA
2020-2021,Oct,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,831548,190.582104073237,35,24,394.03702816,1689,0,4245,971316,317125,16005,2068,127,16.97867,2262.17016816,27711,29346,42600,50586,434,110236,132687,5934,1851.15447,263442,15,68.73,81.36,102.08,NA
2020-2021,Oct,31,UTTAR PRADESH,3117,BULANDSHAHR,844322,184.160322007452,18,51,65.546836025,489,6,7480,812652,169252,15810,876,60,7.484,1569.613376025,43747,47413,55270,70255,56,144034,178693,7969,1496.58254,165685,9,78.96,88.23,117.16,NA
2020-2021,Oct,31,UTTAR PRADESH,3118,ALIGARH,3125769,192.629292341742,29,183,1724.823969706,930,15,11292,3314566,969261,55243,4120,253,73.23321,8182.882209706,113489,127340,146269,196671,680,251456,327695,12222,6384.82503,792364,12,78.31,88.68,100.19,NA
2020-2021,Oct,31,UTTAR PRADESH,3119,MATHURA,2308727,185.176183728997,36,67,971.926449289001,586,6,17508,2733341,849232,50887,7823,459,88.25846,6121.681461389,74406,99972,93236,152572,962,178770,281617,18094,5061.4965521,908144,16,61.69,65.26,106.84,NA
2020-2021,Oct,31,UTTAR PRADESH,3138,JALAUN,5363522,190.27155769745,46,461,4048.988706692,4574,0,22026,5946450,1948224,119790,8118,506,65.02426,15428.416009392,127716,195362,166310,352489,2855,251014,492424,26600,11314.4030427,2068430,47,75.18,73.99,102.73,NA
2020-2021,Oct,31,UTTAR PRADESH,3141,HAMIRPUR,3755552,191.648627025842,44,145,1814.984779142,2447,0,13030,3939659,881911,60145,1724,119,108.0924,9473.379562142,88722,135067,121761,235054,4028,203618,374985,15477,7550.302383,1578727,46,68.44,84.01,101.24,NA
2020-2021,Oct,31,UTTAR PRADESH,3142,BANDA,4396237,192.926291952655,35,73,5177.488026907,5337,0,14146,3801726,1001323,92409,2034,218,155.99904,12668.016068907,106681,158576,160299,339725,2222,284363,543812,19483,7334.529002,1565255,68,69.14,66.26,101.16,NA
2020-2021,Oct,31,UTTAR PRADESH,3145,PRAYAGRAJ,6255016,194.46527883125,32,322,5691.436897839,6203,3,27860,6706655,3242612,220852,3272,236,182.18234,18915.734583839,205173,261290,282054,447521,1713,537164,783375,34063,13042.115346,2430515,46,62.84,64.49,102.02,NA
2020-2021,Oct,31,UTTAR PRADESH,3150,SULTANPUR,4936834,191.336042181046,39,155,2767.460772966,9351,0,23416,5227988,1434491,85305,9744,592,128.7466,12899.232697866,132121,150050,209818,289811,2963,443340,566898,32767,10003.0253249,1917383,46,65.68,72.37,100.54,NA
2020-2021,Oct,31,UTTAR PRADESH,3156,MAU,4502715,190.89545795154,31,436,3247.975227292,2572,2,7922,4474611,1264513,77467,30705,1683,112.04928,11901.853667292,140030,157846,194694,262019,609,312065,401138,10494,8541.82916,1963950,31,82.62,86.76,102.68,NA
2020-2021,Oct,31,UTTAR PRADESH,3161,VARANASI,1973773,192.196026350182,25,169,1414.22532629,5851,26,10449,2073610,764584,67355,8179,845,109.88014,5509.50148829,80160,105602,100721,181530,296,196303,304392,16300,3985.396022,861694,43,40.88,44.89,102.5,NA
2020-2021,Oct,31,UTTAR PRADESH,3165,BAGHPAT,88477,193.085315973839,29,9,9.7427461,109,0,1070,98774,32108,2858,114,11,3.95124,204.4120761,3376,3906,6382,9198,18,34776,47727,1179,190.71809,24965,9,40.38,75.94,110.7,NA
2020-2021,Oct,31,UTTAR PRADESH,3169,AURAIYA,1679746,192.400283557765,29,83,511.470196951,997,0,7457,1943872,881883,60237,9411,594,68.40194,4319.887376951,66453,75624,90757,130178,463,161228,218191,8454,3740.01524,437320,30,58.45,80.33,104.38,NA
2020-2021,Oct,31,UTTAR PRADESH,3171,CHANDAULI,4420073,194.594320977524,37,353,2920.183875257,4263,1,18281,4363022,1311708,96458,19460,1357,170.5468,11580.923710257,114990,162808,143975,293384,1844,273115,497595,22544,8490.193035,1432583,42,63.18,55.74,101.22,NA
2020-2021,Oct,31,UTTAR PRADESH,3182,HAPUR,170823,193.671758323698,28,17,1.9321,577,0,756,185074,83099,4594,16,6,0.56,360.92817,6468,7117,10333,11696,54,17293,19591,1333,358.43607,58163,34,45.45,78.09,100.28,NA
2020-2021,Aug,31,UTTAR PRADESH,3112,SAHARANPUR,1063936,186.57683976269,18,157,345.003564295,407,0,12090,1326027,608156,69849,2811,307,45.22998,2864.292815295,72467,86931,97299,146459,112,150284,212651,12497,2474.059271,435662,22,74.75,90.61,100.08,NA
2020-2021,Aug,31,UTTAR PRADESH,3117,BULANDSHAHR,201445,170.523493531334,16,51,65.546836025,445,8,7174,663970,139778,15759,651,57,6.924,1204.695676025,41018,44354,54801,69691,12,142269,176774,7619,1132.22484,140954,8,83.76,93.17,113.02,NA
2020-2021,Aug,31,UTTAR PRADESH,3120,AGRA,1979827,182.248897565907,29,170,1196.857302421,1031,0,6600,2564117,835497,53998,19725,1160,36.72864,5906.660907221,85545,106166,110596,164844,260,201195,276719,7631,4673.0749648,743413,18,91.43,95.7,100.41,NA
2020-2021,Aug,31,UTTAR PRADESH,3123,MAINPURI,2034715,179.539128689767,33,141,1245.486950066,1647,8,13731,2622625,824186,51780,4570,279,67.9,6022.025023866,78446,90113,116112,166482,340,193153,264233,15378,4708.6380738,598551,31,73.37,78.25,108.08,NA
2020-2021,Aug,31,UTTAR PRADESH,3125,BAREILLY,2825931,192.312044635206,19,563,1292.198696654,5890,0,14638,3024608,660554,71807,1312,198,103.004,7211.888183654,156069,185237,197682,311153,353,315580,455588,20528,5816.685487,482439,27,76.57,85.61,101.45,NA
2020-2021,Aug,31,UTTAR PRADESH,3126,PILIBHIT,2490944,193.696033117318,21,442,2957.409768704,3342,0,13301,2673888,499303,54037,6722,612,94.59018,8231.214934704,124081,150723,170137,277170,144,319889,461026,16643,5179.214986,467153,38,67.55,73.87,100.33,NA
2020-2021,Aug,31,UTTAR PRADESH,3135,ETAWAH,1481068,178.087292520861,30,91,1334.933937502,1362,0,15192,2689668,964273,60218,4473,225,49.768,6174.658856502,87861,99020,115511,160007,410,193763,251492,16554,4789.956919,522057,32,58.8,79.36,104.05,NA
2020-2021,Aug,31,UTTAR PRADESH,3143,FATEHPUR,3651323,185.522817053145,33,205,3148.247767963,6030,1,16092,3941232,1681433,116436,1824,110,71.524,10531.656400963,118068,135495,187490,266599,629,349271,462617,22122,7311.884633,1352724,32,83.09,89,99.96,NA
2020-2021,Aug,31,UTTAR PRADESH,3149,AYODHYA,3039899,187.25283768286,27,189,2219.019854837,4177,3,15464,3391059,1340325,104624,5717,461,130.8564,8699.730459837,121874,142536,170043,271184,231,273644,403815,19641,6349.854205,1294323,42,72.86,70.43,101.77,NA
2020-2021,Aug,31,UTTAR PRADESH,3150,SULTANPUR,3226429,182.899822367853,34,138,2499.824173848,6737,0,19066,4206671,1176319,84380,8294,584,82.23296,10276.050920448,122237,138341,206549,286355,864,418131,539544,25803,7693.9937866,1546067,45,72.38,79.83,100.45,NA
2020-2021,Aug,31,UTTAR PRADESH,3152,MAHARAJGANJ,5573063,189.760844690438,28,739,4369.865980154,3369,0,12337,5989129,1399425,112910,28158,2955,91.62913,15826.516890154,210513,259787,287134,490109,600,399891,645896,15706,11365.02178,2330962,46,71.45,77.75,100.01,NA
2020-2021,Aug,31,UTTAR PRADESH,3165,BAGHPAT,72857,173.944657584299,25,9,9.7427461,85,0,1061,76632,26019,2835,93,11,3.186,146.2260161,3032,3462,6176,8923,7,34301,47142,1146,133.29727,18817,9,35.86,73.47,110.31,NA
2020-2021,Aug,31,UTTAR PRADESH,3172,KUSHI NAGAR,4408036,194.207919286445,23,318,3565.536267272,6826,1,28755,3077550,885994,105769,4468,516,133.35896,9675.741047272,131491,151401,230411,353461,44,470024,655587,35581,5976.84582,955563,37,79.95,75.59,101.51,NA
2020-2021,Aug,31,UTTAR PRADESH,3176,SHRAVASTI,1780936,189.152635856481,29,160,727.025803909,3829,0,8244,1757038,580158,50187,10669,1128,35.57492,4086.084413909,59289,73339,88502,157200,202,153750,246098,12073,3323.48369,519806,36,82.93,83.22,101.04,NA
2020-2021,Aug,31,UTTAR PRADESH,3182,HAPUR,107869,182.976849396903,25,16,1.9321,372,0,693,148981,68638,4462,16,6,0,274.53284,5756,6350,9913,11238,17,16595,18799,1065,272.60074,46142,22,44.27,80.36,100.27,NA
2020-2021,Jan,31,UTTAR PRADESH,3110,MORADABAD,3030731,192.927131229704,37,212,763.411992864001,2610,63,9863,3339023,756052,40331,2674,100,131.78008,7337.073357864,88999,105964,115826,175476,5569,208087,291029,12473,6441.881285,870012,34,74.85,74.94,101.7,NA
2020-2021,Jan,31,UTTAR PRADESH,3119,MATHURA,3456176,189.660902586966,41,67,3295.94956801499,2414,6,16237,3342448,999259,50983,9470,459,152.65386,9787.92047331499,80319,108393,93709,153092,4311,179817,282778,18651,6339.3170453,1113502,17,59.25,62.75,109.12,NA
2020-2021,Jan,31,UTTAR PRADESH,3120,AGRA,3975557,196.12475892064,39,186,1355.187539263,2288,0,7914,3688889,1169692,54723,26242,1195,164.40583,8754.418027363,94357,117986,112567,167954,4339,209575,289835,10202,7234.8246581,1078413,35,68.34,69.54,101.62,NA
2020-2021,Jan,31,UTTAR PRADESH,3126,PILIBHIT,3468260,195.928993435686,26,458,2990.835474234,8609,0,10250,3508211,654861,53345,8870,609,262.31591,10126.753884134,132243,161666,169012,272844,1946,315432,452786,18859,6873.6024999,578652,37,59.46,64.3,101.7,NA
2020-2021,Jan,31,UTTAR PRADESH,3132,LUCKNOW,2228077,195.583338625626,38,127,1540.780244644,3514,5,10332,2343030,1532027,96235,5524,379,191.82025,6315.176793644,60701,73688,83033,145505,4316,210512,318752,13846,4582.576299,541774,34,59.06,62.69,101.73,NA
2020-2021,Jan,31,UTTAR PRADESH,3136,KANPUR DEHAT,4204757,196.52239500775,38,298,1423.319325828,5065,1,15400,3747729,1332734,72776,21582,1242,186.31264,8974.758755028,96105,116184,118077,191708,3737,265464,388573,20465,7365.1267892,842058,48,67.01,76.92,103.04,NA
2020-2021,Jan,31,UTTAR PRADESH,3137,KANPUR NAGAR,1840960,193.692152666407,34,160,522.540990102,1164,0,10220,1972261,774918,56085,31527,2364,111.9799,4454.635677202,56362,68781,77281,138095,1665,223167,334157,11384,3820.1147871,342541,40,55.63,64.65,103.32,NA
2020-2021,Jan,31,UTTAR PRADESH,3138,JALAUN,6374170,193.862994977383,51,477,5143.664930465,7768,0,23225,7010290,2253702,119447,9583,508,227.24919,18961.272271065,136328,209553,166486,351540,12541,252052,492786,30993,13590.3581506,2425603,53,65.25,61.98,103.53,NA
2020-2021,Jan,31,UTTAR PRADESH,3142,BANDA,5012273,196.05399351138,40,88,5536.03296378101,7543,0,25729,4657693,1227961,92459,2823,218,257.16192,14924.788015781,115336,173045,160680,340160,6457,284848,544379,33272,9131.593132,1941275,79,64.05,58.59,101.42,NA
2020-2021,Jan,31,UTTAR PRADESH,3144,PRATAPGARH,7677065,194.355500806098,44,85,2495.608429155,5697,14,25352,8449967,3760809,161068,13318,610,377.16509,19295.749199955,189360,210972,279995,370387,13770,559901,705866,31049,16422.9756808,3519995,62,57.2,70.36,101.96,NA
2020-2021,Jan,31,UTTAR PRADESH,3148,BARABANKI,6566055,191.600461998857,45,160,5648.77136248,7332,1,21412,6966251,2819214,145466,4476,198,395.52062,19391.66108248,153313,186499,222659,355949,12801,514649,725694,28744,13347.3691,1843669,47,46.19,52.16,99.94,NA
2020-2021,Jan,31,UTTAR PRADESH,3156,MAU,5377629,195.077673031814,37,447,3377.342431314,4456,2,10646,5560437,1563360,77454,38430,1681,267.54786,14492.061401314,148461,168392,194797,261832,5542,312867,401730,15102,10847.17111,2446771,47,77.23,77.9,102.5,NA
2020-2021,Jan,31,UTTAR PRADESH,3159,BALLIA,4917069,195.968660591682,35,179,1820.300195588,8363,2,21715,4863222,777140,45048,105539,5977,413.32018,11764.011390588,136611,157020,195248,273674,3060,391551,506777,30078,9530.391015,1728058,53,74.12,76.94,101.71,NA
2020-2021,Jan,31,UTTAR PRADESH,3161,VARANASI,2787708,193.24576799814,31,173,1560.871892105,6326,23,16569,2653177,970892,67736,10346,852,210.84956,6898.873722105,84998,113154,101589,182536,1608,197916,306421,22895,5127.15227,1118092,57,38.72,38.87,102.85,NA
2020-2021,Jan,31,UTTAR PRADESH,3176,SHRAVASTI,2669421,198.897211838686,41,178,1510.203027981,6107,0,10858,2770679,887753,50794,16553,1150,79.82187,7100.828177981,67500,85850,90994,160521,5720,161926,255806,16965,5510.80328,844801,48,73.66,70.59,101.45,NA
2020-2021,Jan,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4325897,188.583599410958,31,117,4604.296450189,3370,1,26241,4266587,1626990,118998,9174,689,310.27663,12960.656416789,133351,159246,177320,288315,3371,333171,492362,29611,8046.0833366,1581836,67,61.28,51,101.91,NA
2020-2021,April,31,UTTAR PRADESH,3109,BIJNOR,180921,0,0,0,727.107541932002,117,559,10184,0,0,116027,0,625,2.8,745.690791932002,0,0,157663,258765,0,222758,343144,10301,15.78325,0,21,29.55,6.58,0,NA
2020-2021,April,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,53179,38.164102172502,7,4,191.21606796,495,104,2179,26191,7571,11530,50,72,0.112,201.32362796,3383,3459,29836,36017,0,87403,106891,2674,9.99556,4696,15,84.05,77.52,99.97,NA
2020-2021,April,31,UTTAR PRADESH,3121,FIROZABAD,166233,609.227469879518,24,0,410.515363184,69,231,4300,2075,697,42388,0,190,1.344,424.500833184,84,107,78874,105179,0,159905,204455,4369,12.64147,506,20,57.65,20.88,98.29,NA
2020-2021,April,31,UTTAR PRADESH,3122,ETAH,157622,10.8354964389409,8,5,692.996027938,154,192,9143,40297,8865,33785,0,41,5.152,702.514407938,4616,5049,90076,136243,0,184936,261560,9297,4.36638,9826,25,42.83,26.59,99.76,NA
2020-2021,April,31,UTTAR PRADESH,3123,MAINPURI,200050,39.09634136247,11,14,598.915589108999,59,281,12267,120810,33298,47249,65,155,2.292,648.439879108999,10285,11231,99462,147385,0,168979,236771,12326,47.23229,31400,35,65.96,7.78,101.41,NA
2020-2021,April,31,UTTAR PRADESH,3127,SHAHJAHANPUR,316481,37.4581779262478,7,57,924.689137172,189,425,10631,184998,54735,88849,107,124,1.756,995.742017171999,24399,26572,179513,288984,0,347072,501484,10820,69.29688,28153,40,63.37,54.18,101.13,NA
2020-2021,April,31,UTTAR PRADESH,3128,KHERI,482524,34.2937331991148,10,139,1264.198318397,1076,327,22908,530478,184516,180985,4349,7831,1.12,1447.239028397,51153,57990,306092,492571,0,583725,834175,23984,181.92071,126230,53,82.78,65.33,99.97,NA
2020-2021,April,31,UTTAR PRADESH,3129,SITAPUR,738791,219.968874678721,16,18,3058.404826878,3942,126,30081,145123,27592,320039,120,1007,22.788,3400.418256878,8801,9514,383966,748659,0,692641,1188094,34023,319.22543,33651,59,61.72,11.98,99.95,NA
2020-2021,April,31,UTTAR PRADESH,3135,ETAWAH,145616,34.7182417511565,8,10,678.886797420999,204,84,11980,62039,24436,56565,89,209,2.688,703.113647420999,7370,7777,95028,136682,0,164835,218935,12184,21.53885,12429,34,79.04,26.3,99.96,NA
2020-2021,April,31,UTTAR PRADESH,3141,HAMIRPUR,238709,30.5202028295408,10,9,1543.545147617,459,11,11207,87364,16964,57889,30,103,1.872,1572.080817617,8481,11322,110837,217206,0,186020,347469,11666,26.66367,35220,43,69.47,60.08,99.92,NA
2020-2021,April,31,UTTAR PRADESH,3143,FATEHPUR,358992,36.9374731052031,14,16,2698.091949373,1098,101,15064,213796,82380,107914,14,48,0.56,2777.622789373,15247,16361,171244,247121,0,316851,425279,16162,78.97084,77310,37,61.07,32.08,99.88,NA
2020-2021,April,31,UTTAR PRADESH,3146,BAHRAICH,517360,175.313911337258,15,3,3789.194585348,859,167,12995,60138,6258,78241,30,3499,10.464,3905.088865348,3847,4288,260690,412253,0,528484,738103,13854,105.43028,15830,71,42.44,14.07,100,NA
2020-2021,April,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,742974,6.71011562110796,9,26,4519.788260562,212,382,17440,509855,109210,81956,379,427,12.744,4566.744120562,51647,55454,291906,383187,0,419420,534261,17652,34.21186,250753,24,51.33,54.15,99.74,NA
2020-2021,April,31,UTTAR PRADESH,3152,MAHARAJGANJ,547934,23.4505320708331,11,127,3235.25096072301,349,191,12315,388858,101701,111257,1641,2884,18.85393,3345.29416072301,33981,38694,269621,468431,0,372694,612183,12664,91.18927,153689,50,28.86,21.14,99.93,NA
2020-2021,April,31,UTTAR PRADESH,3155,DEORIA,301750,13.6677733579225,11,12,737.000692791,608,723,13552,186532,60000,51508,6100,5195,4.704,767.199463791,15860,16295,150361,187554,0,277637,333695,14160,25.494771,61546,37,34.62,50.45,99.93,NA
2020-2021,April,31,UTTAR PRADESH,3159,BALLIA,298578,48.7405304611617,10,8,923.603053222,220,402,16633,143724,24401,40229,3370,5088,15.022,1008.676893222,13626,14604,174115,249036,0,320692,428530,16853,70.05184,53211,42,34.24,23.04,100.18,NA
2020-2021,April,31,UTTAR PRADESH,3162,MIRZAPUR,284686,25.6974185341902,11,24,1692.740744213,432,210,16606,269653,130861,149474,2913,3467,4.144,1766.178604213,22938,29031,182432,328000,0,346709,566765,17038,69.29386,118086,54,70.99,47.68,100.24,NA
2020-2021,April,31,UTTAR PRADESH,3168,KANNAUJ,141894,39.3038787497091,9,14,568.138718567999,270,276,13176,73039,23146,57505,25,54,1.792,598.637878567999,7921,8399,97268,146775,0,162923,226504,13446,28.70716,13536,42,63.42,46.2,102.38,NA
2020-2021,April,31,UTTAR PRADESH,3169,AURAIYA,125267,39.3369606239779,7,4,196.517397646,23,218,7234,31796,14578,55941,177,550,1.68,210.704977646,4172,4373,79429,117212,0,139675,193939,7257,12.50758,6829,32,48.68,52.83,108.96,NA
2020-2021,April,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,384493,12.8569633331015,15,1,3929.325829744,324,233,10164,201326,73927,102384,813,572,3.36,3958.570239744,13312,15200,180376,298295,0,327018,493932,10488,25.88441,83131,44,59.73,12.33,99.94,NA
2020-2021,April,31,UTTAR PRADESH,3182,HAPUR,10606,0,0,0,0.3779,84,256,152,0,0,3711,0,5,0,0.58356,0,0,8374,9546,0,14219,16227,236,0.20566,0,22,0,0,0,NA
2020-2021,April,31,UTTAR PRADESH,3183,SHAMLI,25928,942.685714285714,4,0,28.048684925,13,191,2637,245,22,2823,0,32,5.798,36.156264925,61,64,19055,22795,0,43325,50927,2650,2.30958,46,12,98.44,63.57,100,NA
2020-2021,June,31,UTTAR PRADESH,3109,BIJNOR,684102,146.774811408008,12,290,1043.361392196,460,0,14184,1625069,699331,126712,4851,738,8.952,3437.505352196,127767,154850,182125,289225,6,260955,389728,14644,2385.19196,428153,19,79.91,92.21,103.68,NA
2020-2021,June,31,UTTAR PRADESH,3140,LALITPUR,1212486,154.713868566828,31,127,1742.842153159,563,0,7295,2584903,624369,62912,191861,19249,25.03632,5767.081903159,82036,117491,133245,256811,386,199519,366042,7858,3999.20343,1034446,42,91.2,91.41,100.9,NA
2020-2021,June,31,UTTAR PRADESH,3141,HAMIRPUR,902608,153.135667837303,30,98,1575.959766949,1286,0,12750,2053584,488891,59814,851,110,16.392,4737.121339949,67606,101010,119402,230967,255,198781,367366,14036,3144.769573,848219,45,75.32,92.89,100.62,NA
2020-2021,June,31,UTTAR PRADESH,3145,PRAYAGRAJ,1576558,152.762989712738,23,268,2801.503032736,2102,3,24222,4083108,2052791,216695,1758,207,25.59034,9064.571226736,173293,218273,269331,431128,102,463078,691143,26324,6237.477854,1535434,42,79.85,85.6,100.99,NA
2020-2021,June,31,UTTAR PRADESH,3149,AYODHYA,1130120,161.907748626294,22,183,1582.444187723,354,3,15398,2527106,1018032,104110,4143,459,14.042,5688.066617723,111515,129016,168273,269084,21,269652,399115,15752,4091.58043,1001778,36,77.39,79.32,101.52,NA
2020-2021,June,31,UTTAR PRADESH,3158,JAUNPUR,1905821,135.722467754801,25,208,1618.11312623,3269,20,27381,3849953,1465577,132483,18000,1716,46.65204,6890.01638523,153953,162243,278324,336773,5,561008,661721,30650,5225.251219,1595519,37,81.67,83.87,99.95,NA
2020-2021,June,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,3848,40.8759007205765,6,0,0,0,151,147,1249,585,585,2,19,0,0.51054,185,201,1339,1723,0,16558,19093,147,0.51054,224,14,49.61,49.61,113.65,NA
2020-2021,June,31,UTTAR PRADESH,3166,HATHRAS,278298,154.638695142442,19,50,133.065694473,228,0,4307,925465,271666,24995,928,87,10.41512,1574.607814473,48292,55373,58897,87735,17,93965,131715,4535,1431.127,114282,17,89.65,91.6,100.06,NA
2020-2021,June,31,UTTAR PRADESH,3167,AMROHA,684754,131.664121257365,16,131,849.542596569,1371,3,4785,1058245,296286,54437,331,74,10.75355,2253.625126569,65178,79415,114132,192098,7,168536,267251,6156,1393.32898,232737,13,95.24,93.55,100.8,NA
2020-2021,June,31,UTTAR PRADESH,3168,KANNAUJ,536530,159.377570151768,17,145,640.048005500999,1815,0,13960,961665,325770,58462,405,66,2.24,2174.966315501,55145,60782,102783,152916,1,170640,234986,15775,1532.67831,149977,38,78.43,84.43,102.53,NA
2020-2021,June,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,452549,167.825870091502,22,51,260.91246434,600,3,12122,1218550,504903,62547,3607,511,10.02941,2315.98401434,54407,69073,82455,148913,53,171149,283058,12722,2045.04214,493216,46,94.32,91.91,100.88,NA
2020-2021,June,31,UTTAR PRADESH,3180,KASHGANJ,523455,160.466569387079,21,148,1271.442509294,1328,0,5693,1180789,238928,28059,850,64,1.792,3168.006109294,54458,67099,78966,136985,71,147647,226817,7021,1894.7716,320965,21,76.77,93.14,100.12,NA
