fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2020-2021,May,31,UTTAR PRADESH,3127,SHAHJAHANPUR,719777,140.410974223579,12,209,1081.158184176,887,16,11255,1166570,348416,89984,787,177,1.756,2720.906486176,93029,105460,188168,299003,0,363714,520190,12142,1637.992302,155974,36,75.42,79.67,102.53,NA
2020-2021,May,31,UTTAR PRADESH,3134,FARRUKHABAD,276081,133.871766037487,14,67,634.678421801,343,0,8667,546002,81389,18223,502,146,2.808,1368.428941801,38294,40779,91158,119103,0,184271,228792,9010,730.94252,91920,35,86.02,84.46,100.4,NA
2020-2021,May,31,UTTAR PRADESH,3140,LALITPUR,729283,107.756853119289,21,92,1742.842153159,513,0,6497,1283722,319554,62452,100598,19078,0,3126.140583159,59152,81893,130857,253203,6,195046,359304,7010,1383.29843,517578,41,90.22,89.77,100.52,NA
2020-2021,May,31,UTTAR PRADESH,3153,BASTI,1396715,56.2203909389781,18,117,5574.415864596,1362,69,28316,2362824,576073,104263,1289,236,2.8,6905.604754596,127340,144808,304943,443355,0,470157,655912,29678,1328.38889,1029842,36,93.09,89.54,99.9,NA
2020-2021,May,31,UTTAR PRADESH,3159,BALLIA,679061,102.215439702613,17,103,1429.959673132,638,35,18185,1481706,242403,42923,32301,5479,16.814,2961.305976132,83851,93835,185024,262160,0,338301,449229,18823,1514.532303,534552,41,76.57,86.55,100.29,NA
2020-2021,May,31,UTTAR PRADESH,3163,SONBHADRA,740481,119.26051857095,16,196,1527.340102781,1846,15,15700,1476365,485645,153179,394222,146447,0.112,3288.172657781,90075,122253,203194,483989,2,370138,801435,17546,1760.720555,721755,52,81.36,73.47,100.01,NA
2020-2021,May,31,UTTAR PRADESH,3166,HATHRAS,167390,127.860078490578,12,44,133.065694473,137,7,3953,506048,147966,24107,427,86,2.618,782.717064473,38958,43607,57202,85574,0,91431,128520,4090,647.03337,59646,18,91.39,91.04,99.82,NA
2020-2021,April,31,UTTAR PRADESH,3110,MORADABAD,175731,91324.8636363636,11,0,478.226298137001,324,250,3766,22,0,37951,0,71,0.784,499.101768137001,2,3,104013,161360,0,183465,261901,4090,20.09147,7,23,54.05,20.01,100,NA
2020-2021,April,31,UTTAR PRADESH,3116,GHAZIABAD,0,0,0,0,0.2358613,0,161,10,0,0,33,0,0,0,0.2358613,0,0,152,263,0,17742,25998,10,0,0,20,0,0,0,NA
2020-2021,April,31,UTTAR PRADESH,3118,ALIGARH,193310,19.5116894391963,7,17,1030.77905736,31,374,8667,96754,30570,50019,98,189,2.058,1051.71539736,13317,14433,123286,169706,0,217897,288485,8698,18.87834,22711,12,49.37,63.03,99.9,NA
2020-2021,April,31,UTTAR PRADESH,3130,HARDOI,686186,69.4290835841297,9,20,2114.052382196,178,479,21452,166802,56637,158988,158,420,8.936,2238.797482196,17026,17669,290695,400697,0,608220,776282,21630,115.8091,32520,35,40.6,10.81,99.97,NA
2020-2021,April,31,UTTAR PRADESH,3134,FARRUKHABAD,121391,27.8042991425288,7,12,612.912047101,114,226,8136,67874,9897,16607,64,109,1.464,633.247937101,9437,9899,79550,106806,0,168034,211725,8250,18.87189,13921,37,64.73,59.42,100.09,NA
2020-2021,April,31,UTTAR PRADESH,3136,KANPUR DEHAT,174620,34.6213634389926,7,49,615.609942364,292,146,13072,78302,31521,69754,524,1161,3.888,646.607162364,10739,11558,103606,174906,0,240171,359270,13364,27.10922,17603,42,42.56,30.82,100.92,NA
2020-2021,April,31,UTTAR PRADESH,3149,AYODHYA,298878,19.617370290767,8,28,1083.563562723,36,314,11465,179594,77690,97806,223,421,13.37,1132.165182723,20541,21699,152541,248889,0,246608,370225,11501,35.23162,71000,35,47.53,23.77,100.2,NA
2020-2021,April,31,UTTAR PRADESH,3158,JAUNPUR,504024,50.1289778555657,12,7,1416.02862194,870,919,22779,172549,79495,123638,1057,1681,45.765,1548.29067194,13462,13946,252371,308918,0,510916,608794,23649,86.49705,77011,41,66.97,10.07,99.6,NA
2020-2021,April,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,1018,0,0,0,0,0,155,70,0,0,496,0,19,0,0,0,0,1175,1542,0,16299,18806,70,0,0,14,0,0,0,NA
2020-2021,April,31,UTTAR PRADESH,3170,KAUSHAMBI,160180,10.8584950769441,10,20,887.749348778,101,198,11424,102477,54616,99773,26,92,2.796,901.672808778,9433,10993,100065,183290,0,231220,367479,11525,11.12746,42245,63,27.25,29.25,99.64,NA
2020-2021,April,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,265023,22.3277402009168,10,13,1392.524012089,221,381,11196,165143,66096,115434,280,673,4.36054,1433.757252089,15521,16812,159124,266607,0,287195,439316,11417,36.8727,62056,39,62.35,50.8,99.89,NA
2020-2021,April,31,UTTAR PRADESH,3180,KASHGANJ,138436,12.6378734227719,8,37,1206.297496156,501,83,4405,100255,22040,26685,106,64,0.56,1219.527596156,12105,13577,69777,125915,0,135939,212882,4906,12.6701,28104,27,75.64,85.03,100,NA
2020-2021,March,31,UTTAR PRADESH,3112,SAHARANPUR,2403960,198.326526028839,29,187,1385.526560318,2576,0,14285,2542891,1110450,71114,5449,314,236.07628,6664.830221318,85815,104920,100121,149872,3739,157569,221541,16861,5043.227381,846035,34,66.45,76.3,100.83,NA
2020-2021,March,31,UTTAR PRADESH,3120,AGRA,4498551,199.632118594758,40,189,5161.23827106601,4060,0,7253,3946026,1249418,54714,28303,1195,343.60957,13382.383145166,96944,121671,112544,167919,7119,210077,290392,11313,7877.5353041,1169807,41,59.61,59.04,101.74,NA
2020-2021,March,31,UTTAR PRADESH,3131,UNNAO,6518439,200.468041587366,44,279,5683.43585536,15665,1,23378,6684434,2224977,96695,11191,608,560.7231,19644.31288636,150230,176596,196174,276934,16893,434925,559280,39043,13400.153931,1789594,62,68.91,65.05,100.24,NA
2020-2021,March,31,UTTAR PRADESH,3132,LUCKNOW,2521186,200.642104100317,40,129,3585.271140507,8823,3,6183,2629675,1711737,96058,6207,381,302.12628,9163.632671507,64273,79746,83079,145319,6215,210581,318512,15006,5276.235251,643335,38,60.21,59.32,101.66,NA
2020-2021,March,31,UTTAR PRADESH,3136,KANPUR DEHAT,4757902,199.791404521736,41,302,3012.541538611,5635,1,15997,4091172,1461012,72603,23466,1241,300.11383,11486.465368811,99341,120820,118034,191264,6299,265610,388254,21632,8173.8100002,943057,50,66.5,73.23,103.3,NA
2020-2021,March,31,UTTAR PRADESH,3137,KANPUR NAGAR,2083142,197.327645824006,37,168,1586.708573278,1540,0,11160,2217999,871240,55977,34812,2361,201.39642,6164.830204378,59192,73288,77315,137778,5415,223372,333957,12700,4376.7252111,413421,46,57.07,63.52,103.35,NA
2020-2021,March,31,UTTAR PRADESH,3146,BAHRAICH,10177142,200.85489973983,46,241,16256.823474628,12424,0,35709,9716720,1698026,81490,76083,3734,789.06378,36562.395468628,211144,259755,286858,440306,24935,639774,858411,48133,19516.508214,3488957,82,53.28,50.29,100.09,NA
2020-2021,March,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,11653937,197.621071470105,47,214,18824.49157571,7255,0,29591,12038600,2352809,84560,16196,444,810.6828,43425.98468571,255372,285814,318192,410726,23733,488465,608119,36846,23790.81031,5844190,49,60.49,52.61,100.76,NA
2020-2021,March,31,UTTAR PRADESH,3158,JAUNPUR,11198985,199.790288474869,48,294,13579.54582105,20058,4,46392,11078816,3985107,136713,44631,1749,842.74839,36556.69265705,229406,243495,290510,349489,20682,605981,708660,66450,22134.398446,4770600,54,61.75,54.03,100.25,NA
2020-2021,March,31,UTTAR PRADESH,3160,GHAZIPUR,9506386,200.220853389314,37,265,7922.17740264999,12855,1,35586,8279949,2121066,107303,52742,2559,636.16625,25136.52820065,221072,266475,255767,390023,9390,486050,694138,48441,16578.184548,3032713,61,67.91,55.28,109.98,NA
2020-2021,March,31,UTTAR PRADESH,3168,KANNAUJ,2934947,199.767935311689,37,235,1814.286038277,7269,0,18457,3154573,1057981,58730,991,67,267.20514,8383.316528277,84370,100363,105666,155827,6421,187122,252484,25726,6301.82535,576267,50,69.66,69.65,106.53,NA
2020-2021,March,31,UTTAR PRADESH,3171,CHANDAULI,7152376,198.573429065029,45,383,8892.40066052299,12188,2,17953,5659289,1676133,96340,26000,1338,384.78662,20515.031508523,124568,180299,144422,291844,12913,277290,500637,30141,11237.844228,1823011,53,60.57,47.32,101.93,NA
2020-2021,March,31,UTTAR PRADESH,3180,KASHGANJ,3167262,200.635659101435,44,203,5667.679843177,6205,6,5335,3234358,611540,28513,1894,70,255.59673,12412.552064177,71880,91292,82070,140287,8908,152723,232412,11540,6489.275491,872123,22,62.79,68.11,101.48,NA
2020-2021,June,31,UTTAR PRADESH,3110,MORADABAD,664477,132.423845458283,19,153,626.706653673001,637,68,5983,1306081,303310,39585,1273,95,2.128,2358.397338673,68083,78524,112391,171274,18,196404,277047,6620,1729.562685,349135,19,96.54,97.55,99.71,NA
2020-2021,June,31,UTTAR PRADESH,3112,SAHARANPUR,395531,158.999041855541,13,142,284.062029212,344,0,10846,865214,401511,68923,1872,302,5.87548,1665.619479212,62648,74109,95408,144165,3,145964,207432,11190,1375.68197,295406,21,83.33,95.66,100.05,NA
2020-2021,June,31,UTTAR PRADESH,3118,ALIGARH,730947,155.356085387101,18,154,1359.46978689,287,18,10389,1718995,506884,54358,2347,244,5.68625,4035.71937689,93383,103940,142469,192407,24,243796,319052,10676,2670.56334,398767,11,82.01,90.87,99.87,NA
2020-2021,June,31,UTTAR PRADESH,3125,BAREILLY,1050575,166.26840936616,15,528,799.912478511,2168,5,17231,2250015,500437,71930,956,198,6.496,4547.472629511,144730,169913,197385,311119,73,314935,455136,19399,3741.064151,366994,27,84.76,92.62,101.23,NA
2020-2021,June,31,UTTAR PRADESH,3130,HARDOI,2594616,150.445180336384,26,211,2688.224929875,2827,2,23050,4420184,1647638,166245,4287,456,11.624,9349.802719875,166722,180618,309730,422340,78,636145,807734,25877,6649.95379,886669,31,70.71,81.66,100.77,NA
2020-2021,June,31,UTTAR PRADESH,3132,LUCKNOW,466662,171.337222029152,20,99,815.526163182,1617,6,8490,1001364,666231,95302,2208,371,3.48622,2534.721643182,48383,57334,81100,143172,4,205427,312354,10107,1715.70926,241317,26,73.36,80.12,100.41,NA
2020-2021,June,31,UTTAR PRADESH,3138,JALAUN,1343703,143.643418514131,30,364,2902.663036539,1839,0,19985,3102225,1100271,119294,4352,505,3.136,7361.941076539,101687,153132,162786,348927,130,244426,484904,21824,4456.14204,1117268,40,90.53,91.73,100.58,NA
2020-2021,June,31,UTTAR PRADESH,3147,GONDA,1814460,139.88937651455,27,165,1991.769347199,2270,175,22370,3196081,718929,59784,6139,578,67.64134,6530.388470999,116445,124864,228118,277875,46,391001,463767,24640,4470.9777838,1022040,36,73.93,75.89,100,NA
2020-2021,June,31,UTTAR PRADESH,3153,BASTI,2322140,146.570848113116,27,209,5574.415864596,2856,13,29565,5536561,1271583,105579,2772,239,2.8,13692.200278596,199634,231598,312170,451886,73,482133,669927,32421,8114.984414,2403150,36,94.98,95.22,99.94,NA
2020-2021,June,31,UTTAR PRADESH,3156,MAU,1378420,161.871589789423,24,391,3225.059009107,1043,3,8381,3101568,906484,76461,19806,1665,18.464,8264.080439107,124516,139052,192396,259424,50,299148,386548,9424,5020.55743,1371973,32,85.41,90.94,101.92,NA
2020-2021,June,31,UTTAR PRADESH,3157,AZAMGARH,2056205,154.554586325351,22,311,4015.878721038,2763,0,26274,4976435,2069966,168435,11561,841,49.846,11757.033249038,218088,236298,344544,424752,37,630064,744246,29037,7691.308528,1992851,42,79.2,93.45,100.35,NA
2020-2021,June,31,UTTAR PRADESH,3161,VARANASI,465106,166.552897068848,17,148,651.293938294,2197,31,11869,1191204,456912,66660,4302,777,55.73043,2691.009140294,69306,88977,98384,178433,5,182958,288387,14066,1983.984772,517588,42,48.27,53.95,101.3,NA
2020-2021,June,31,UTTAR PRADESH,3165,BAGHPAT,27086,100.28604658473,15,7,7.8658195,24,42,1044,31813,11110,2794,26,11,1.058,40.8278195,2044,2274,5944,8604,1,33844,46539,1068,31.904,7856,6,35.19,80.12,115.69,NA
2020-2021,June,31,UTTAR PRADESH,3170,KAUSHAMBI,605674,147.730439053247,23,132,1020.423437523,929,29,14366,1528129,780512,100803,606,94,2.796,3280.731118523,64443,83154,107040,192653,55,241648,380937,15295,2257.511681,633651,63,83,76.48,101.11,NA
2020-2021,June,31,UTTAR PRADESH,3172,KUSHI NAGAR,1638742,177.723902128436,21,309,2786.626289848,1245,1,31572,2695124,780746,105772,3973,516,17.842,7594.347829848,124624,143073,229485,352717,9,467780,653303,32817,4789.87954,852121,35,86.86,87.55,100.26,NA
2020-2021,June,31,UTTAR PRADESH,3177,CHITRAKOOT,863191,162.61910863627,27,75,1625.558929577,440,0,16402,2043139,927740,96559,407,33,6.51696,4954.610319577,74502,113275,109466,218431,180,156974,294312,16842,3322.53443,889371,52,63.85,75.43,101.2,NA
2020-2021,June,31,UTTAR PRADESH,3183,SHAMLI,98039,120.989639356476,17,2,28.048684925,60,1,2968,85902,12387,3274,95,32,5.798,137.779204925,5011,5339,20643,24672,0,46521,54683,3028,103.93252,17082,12,64.31,88.87,100.27,NA
2020-2021,Feb,31,UTTAR PRADESH,3112,SAHARANPUR,2238688,192.695827313636,28,187,450.127243075,2121,0,14561,2437830,1074009,71155,5203,316,171.63102,5319.354950075,85015,103848,100136,149987,3105,157506,221590,16682,4697.596687,807785,33,67.54,77.58,100.76,NA
2020-2021,Feb,31,UTTAR PRADESH,3119,MATHURA,3641973,191.825609947892,42,67,3458.85295130299,2748,5,16104,3469157,1030861,51002,9959,459,170.13858,10283.723106603,81388,109881,93764,153155,4987,179916,282892,18852,6654.7315753,1155567,17,56.65,60.08,109.2,NA
2020-2021,Aug,31,UTTAR PRADESH,3118,ALIGARH,1966168,187.697161359032,25,181,1724.823969706,726,16,10853,2685440,790198,54829,3470,251,40.56879,6805.887409706,107154,120016,144558,194714,157,247229,322870,11579,5040.49465,634869,11,79.77,91.2,100.05,NA
2020-2021,Aug,31,UTTAR PRADESH,3136,KANPUR DEHAT,1776071,190.7174858701,29,254,1162.729195376,1019,1,15354,2579636,922084,72559,15639,1247,74.236,6156.782119176,86764,103942,116609,190572,321,258929,381676,16373,4919.8169238,582248,39,72.77,84.58,101.97,NA
2020-2021,Aug,31,UTTAR PRADESH,3147,GONDA,4880697,190.864193021071,32,193,2642.770469765,5470,162,23135,4205717,934563,60031,8701,580,208.87004,10878.848322565,128463,138068,229868,279769,402,394605,467683,28605,8027.2078128,1344893,39,71.41,70.51,100.35,NA
2020-2021,Aug,31,UTTAR PRADESH,3155,DEORIA,3069116,191.828722261464,30,95,883.418930958,3461,1,13657,3028233,782470,53502,84838,5583,140.01056,6832.450161958,100486,106304,163267,202064,88,298471,356929,17118,5809.020671,987684,34,88.57,92.21,100.12,NA
2020-2021,Aug,31,UTTAR PRADESH,3158,JAUNPUR,5126450,180.720913581995,33,233,2499.501272587,7854,5,28378,6018792,2216611,133810,25706,1724,191.70152,13568.418681587,180370,190743,282338,340946,318,571677,672912,36232,10877.215889,2489829,37,78.73,77.78,100.06,NA
2020-2021,Aug,31,UTTAR PRADESH,3163,SONBHADRA,3311584,185.862390464807,28,308,3474.20451086,3947,2,17676,3969044,1224020,153897,1120478,147832,89.1793,10940.34386786,139034,198190,206176,488584,956,377659,812715,21623,7376.960057,1909938,51,64.28,61.52,100.47,NA
2020-2021,Aug,31,UTTAR PRADESH,3170,KAUSHAMBI,1629196,185.004218051002,29,149,1333.413361358,3210,23,13296,2175436,1071344,100150,795,95,44.884,5402.945722358,73941,97189,108126,192979,260,246845,385619,16506,4024.648361,878880,63,78.49,71.12,100.9,NA
2020-2021,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,397142,123.541675884624,14,176,897.348828144,454,3,13975,833518,319082,71959,5480,1235,4.448,1931.538934144,57161,65474,111998,185576,0,251365,373208,14429,1029.742106,190536,40,71.75,84.25,101.48,NA
2020-2021,May,31,UTTAR PRADESH,3146,BAHRAICH,1176640,101.758169790697,18,102,4161.769582452,2591,16,15328,1725442,318456,81502,16829,3679,10.8,5928.347782452,92722,108328,278335,433494,2,564507,779109,17919,1755.7782,580411,70,64.51,62.72,99.96,NA
2020-2021,May,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,1689758,134.178164770924,20,103,6209.995244886,375,25,19794,3345566,696082,84005,3200,432,12.744,10711.758304886,163389,178442,310975,403655,1,454193,571739,20169,4489.01906,1636568,25,80.87,86.63,99.44,NA
2020-2021,March,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1300616,199.931210304796,43,73,911.605749329,4238,0,3628,1489947,468298,16494,3004,132,57.70247,3948.177289329,34073,36495,44866,53066,3877,114187,137017,7866,2978.86907,446342,24,67.15,70.22,102.33,NA
2020-2021,March,31,UTTAR PRADESH,3122,ETAH,3710980,199.507893556782,48,98,5051.79781665401,4002,2,12362,3581440,704774,34824,1103,52,238.16346,12435.216779654,73806,88021,98477,146632,8441,204349,285108,16364,7145.255503,953020,39,61.92,54.23,107.47,NA
2020-2021,March,31,UTTAR PRADESH,3166,HATHRAS,2244878,199.065145875485,33,57,721.48344142,2101,0,4504,1812916,539463,25394,1922,88,186.96491,4517.33223142,54891,65460,60155,88952,3423,97220,135377,6605,3608.88388,256782,24,77.36,77.9,101.41,NA
2020-2021,March,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,6639470,198.395742208233,44,163,11720.987195458,10813,0,11444,7146357,2199522,101996,12966,571,387.13367,26286.188876458,160955,199913,194249,304422,9739,367731,529868,22257,14178.068011,3159197,54,62.29,47.91,102.96,NA
2020-2021,May,31,UTTAR PRADESH,3110,MORADABAD,399668,66.4474162257658,12,95,626.706653673001,536,122,4510,541127,134139,39075,428,83,1.344,987.615563673001,44437,50121,109245,167642,0,191280,271151,5046,359.56491,143550,20,95.75,95.66,99.62,NA
2020-2021,May,31,UTTAR PRADESH,3122,ETAH,358483,131.225205394397,17,57,714.240677338,618,48,9554,534703,130118,34302,116,45,5.152,1421.057787338,30924,34822,92948,140050,1,188838,266696,10172,701.66511,128905,23,76.01,77.15,100.14,NA
2020-2021,Sep,31,UTTAR PRADESH,3110,MORADABAD,2075509,183.476092517353,28,189,763.411992864001,1442,63,7958,2279140,523422,40194,1948,100,12.304,4957.393007864,81137,95146,115063,174725,932,205291,288064,9400,4181.677015,593913,27,87,89.6,100.94,NA
2020-2021,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,689367,185.941528386057,32,24,394.03702816,1575,0,4055,859665,280692,15844,1736,116,10.4643,2002.97556816,26383,27917,41931,49856,228,109170,131515,5630,1598.47424,229560,14,68.49,82.5,101.93,NA
2020-2021,Sep,31,UTTAR PRADESH,3116,GHAZIABAD,0,198.891220320265,17,0,0.2358613,2,161,16,1811,179,33,0,0,0,3.8377813,105,106,158,269,0,17873,26150,18,3.60192,471,16,68.28,84.32,100,NA
2020-2021,Sep,31,UTTAR PRADESH,3118,ALIGARH,2663007,189.536083619895,27,182,1724.823969706,770,16,11118,3023491,886806,55176,3823,253,52.62502,7508.055419706,110660,124046,145874,196207,379,250584,326671,11888,5730.60643,719288,11,79.62,90.58,100.13,NA
2020-2021,Sep,31,UTTAR PRADESH,3123,MAINPURI,2580107,184.969671377582,35,143,1245.486950066,2036,8,13636,2890521,906050,52000,5027,287,78.66656,6670.740704866,80869,93059,117068,167548,655,196698,268310,15672,5346.5871948,652438,31,71.78,75.65,109.53,NA
2020-2021,Sep,31,UTTAR PRADESH,3129,SITAPUR,7873453,189.246850206794,32,608,5963.868999178,18831,2,36785,7705236,2989945,330382,12203,1139,303.12638,20848.911810178,234267,304313,415615,791057,3566,766796,1281850,55616,14581.916431,2081736,63,67.72,64.13,101.7,NA
2020-2021,Sep,31,UTTAR PRADESH,3133,RAE BARELI,4140143,187.646935446288,28,239,1656.706015506,5826,0,24873,4639191,1552102,134092,11997,1147,198.94084,10560.946596506,164458,203111,230431,403092,975,375586,593091,30699,8705.299741,1543460,29,61.55,75.18,100.07,NA
2020-2021,Sep,31,UTTAR PRADESH,3138,JALAUN,5033962,183.281975010179,44,449,3457.855370481,4009,0,19206,5467106,1813384,120069,7542,510,64.468,13542.543223181,124230,189831,166067,352895,2024,250324,492355,23215,10020.2198527,1912730,40,81.25,81.3,102.54,NA
2020-2021,Sep,31,UTTAR PRADESH,3140,LALITPUR,3656088,194.266717791084,39,143,1807.184989909,1125,0,7420,3751306,886470,62889,272680,19269,104.26696,9198.990990409,94674,137145,134377,257343,2510,202115,368186,8545,7287.5390405,1449683,43,82.88,86.14,101.46,NA
2020-2021,Sep,31,UTTAR PRADESH,3141,HAMIRPUR,3105445,188.602345332703,41,124,1814.984779142,2088,0,13118,3562437,803955,60160,1524,119,60.5822,8594.406712142,85643,129897,121343,234166,2801,202639,373235,15206,6718.839733,1435838,46,71.61,88.3,100.97,NA
2020-2021,Sep,31,UTTAR PRADESH,3142,BANDA,3940347,186.228440764881,33,71,2991.437890011,5126,0,13503,3469977,922750,92097,1920,216,103.26106,9556.783012011,103356,152846,159431,338668,1518,277544,536437,18629,6462.084062,1430617,67,74.84,72.9,101.17,NA
2020-2021,Sep,31,UTTAR PRADESH,3143,FATEHPUR,3880707,187.91326150002,35,214,3148.247767963,7031,1,16459,4431927,1876992,116896,2174,117,107.10176,11583.528100963,123519,141997,188259,267556,1468,354332,468532,23490,8328.178573,1510750,33,76.99,82.04,100.06,NA
2020-2021,Sep,31,UTTAR PRADESH,3146,BAHRAICH,5577769,191.945532347613,36,189,8200.960615529,9462,0,16018,5988850,1055336,82073,49300,3757,165.356,19861.646629529,166349,202296,286636,442898,2812,599310,817761,25480,11495.330014,2015859,68,53.57,55.24,100.12,NA
2020-2021,Sep,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,8520981,192.281378416323,31,144,7028.293527801,3933,2,20984,6708162,1348528,84603,7669,442,223.41738,20150.257267801,212965,234939,316669,409522,989,468356,586661,24917,12898.54636,3199549,31,67.67,60.76,99.74,NA
2020-2021,Sep,31,UTTAR PRADESH,3156,MAU,4045442,190.803093359124,30,425,3247.975227292,2366,2,7759,4185547,1187604,76920,28238,1673,101.364,11335.492377292,137803,155123,193487,260657,344,305204,393594,10125,7986.15315,1837767,30,83.18,88.25,102.75,NA
2020-2021,Sep,31,UTTAR PRADESH,3163,SONBHADRA,3868673,190.039118490766,30,325,3474.20451086,5906,2,16345,4428632,1346208,154204,1277005,148158,109.12561,11999.46333486,144888,207633,207116,489841,1508,384293,821104,22251,8416.133214,2116811,52,61.63,59.48,100.51,NA
2020-2021,Sep,31,UTTAR PRADESH,3165,BAGHPAT,81524,178.293152179844,27,9,9.7427461,94,0,1068,91635,30036,2847,114,11,3.89524,177.0169161,3281,3780,6275,9059,13,34569,47480,1162,163.37893,22730,9,39.19,74.44,111.19,NA
2020-2021,Sep,31,UTTAR PRADESH,3172,KUSHI NAGAR,4725545,191.978262841412,24,323,3565.548267272,8494,1,28886,3340501,959286,105765,4752,516,146.23496,10124.819017272,134578,155267,230551,353602,139,470575,656169,37380,6413.03579,1024665,38,75.27,65.94,102.14,NA
2020-2021,Sep,31,UTTAR PRADESH,3184,SAMBHAL,2193962,185.655950292645,27,235,1252.837637024,790,114,11251,2066495,633806,52493,835,57,73.22712,5162.635687024,75413,86863,113222,160147,427,198839,263073,12041,3836.57093,470714,18,45.29,48.37,99.92,NA
2020-2021,Dec,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1005991,191.146162763048,39,25,412.60493456,2401,0,4112,1211184,389564,16369,2545,132,28.54328,2756.27995456,30308,32149,44186,52305,1058,112626,135287,6513,2315.13174,341216,17,70.35,80.53,102.34,NA
2020-2021,Dec,31,UTTAR PRADESH,3116,GHAZIABAD,0,197.144634525661,17,0,0.2358613,5,161,14,1929,189,33,0,0,0,4.0387813,111,112,158,269,0,17895,26183,19,3.80292,491,21,68.86,85.35,100,NA
2020-2021,Dec,31,UTTAR PRADESH,3118,ALIGARH,3851819,196.221723930819,32,188,1873.19341267,2409,13,11454,3811023,1110984,55353,4784,254,124.93648,9476.18492267,118198,132867,147023,197492,1800,254158,330785,13863,7478.05503,915808,18,67.92,75.51,100.31,NA
2020-2021,Dec,31,UTTAR PRADESH,3120,AGRA,3635127,194.609259466341,37,182,1355.187539263,2199,0,7479,3544849,1128294,54709,25524,1195,152.31477,8406.106697363,93337,116573,112520,167889,2170,209298,289417,9678,6898.6043881,1036025,32,74.85,76.67,101.64,NA
2020-2021,Dec,31,UTTAR PRADESH,3128,KHERI,8244522,194.31590822062,37,815,4574.515657163,12974,0,42736,9161535,3213867,188840,106180,8303,363.28772,22740.123319363,245561,301716,331011,526037,7840,655028,925328,55710,17802.3199422,2050605,64,70.21,65.5,102.25,NA
2020-2021,Dec,31,UTTAR PRADESH,3133,RAE BARELI,4770223,191.017300076812,33,260,3417.72429929,9196,0,35838,5993852,2010653,134780,16514,1166,375.35074,15242.36930029,176714,221116,232122,405091,3431,382766,601448,45034,11449.294261,2000251,48,56.65,63.83,100.16,NA
2020-2021,Dec,31,UTTAR PRADESH,3140,LALITPUR,4098713,195.780493034112,43,155,1814.739429909,2048,0,9366,4417240,1055190,62122,326196,18845,161.73845,10624.572130409,100496,146705,133729,253630,5528,202178,364187,11414,8648.0942505,1689655,55,68.52,70.88,103.39,NA
2020-2021,Dec,31,UTTAR PRADESH,3144,PRATAPGARH,7190937,192.975078485049,43,82,2495.608429155,5274,14,22362,7956611,3555138,161119,12294,608,333.94294,18183.827691155,184325,205003,279963,370415,7010,558217,704141,27636,15354.276322,3293879,58,57.71,72.48,101.78,NA
2020-2021,Dec,31,UTTAR PRADESH,3152,MAHARAJGANJ,7259062,191.948339541035,38,825,6793.71659883,4965,0,17421,8943461,2026067,113210,39309,2962,352.81968,24313.36116583,233188,291791,290159,493469,4858,407176,654271,22386,17166.824887,3488640,56,55.14,58.46,100.94,NA
2020-2021,Dec,31,UTTAR PRADESH,3154,GORAKHPUR,4963826,190.71779085656,32,189,3063.557060374,3820,3,27176,5321936,1459637,89288,13891,879,370.99619,13584.432020374,162972,180857,225352,312230,1924,479768,613049,30996,10149.87877,2038396,63,64.24,59.99,100.29,NA
2020-2021,Dec,31,UTTAR PRADESH,3159,BALLIA,4455279,195.122724030323,34,176,1820.300195588,8018,2,20253,4605169,735096,44980,98917,5972,348.60527,11154.636664588,134519,154489,194986,273400,800,390782,505941,28271,8985.731199,1635379,51,75.95,79.37,101.63,NA
2020-2021,Dec,31,UTTAR PRADESH,3166,HATHRAS,1784793,196.91594307479,29,56,324.497305179,1076,0,4882,1593670,474840,25446,1724,88,119.34786,3582.035475179,53410,62817,60059,89093,1223,96903,135272,5958,3138.19031,210860,19,81.24,84.86,101.36,NA
