fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Feb,31,UTTAR PRADESH,3120,AGRA,1573335,175.271745726293,36,73,598.962392613,4204,16,2596,1404109,429617,37930,11629,931,91.04243,3151.011178813,37973,45361,73664,109421,202,157739,214871,6800,2461.0063562,408986,50,71.14,67.8,106.01,NA
2018-2019,Feb,31,UTTAR PRADESH,3133,RAE BARELI,3301929,166.517194058071,36,165,3425.517517676,22792,0,17907,3444134,1086188,115809,7580,832,304.32712,9464.919934076,93099,112974,178816,327681,1915,313647,519739,40699,5735.0752964,1317312,65,44.72,36.53,100.38,NA
2018-2019,Feb,31,UTTAR PRADESH,3146,BAHRAICH,4427106,174.360287487903,43,368,2166.752619385,47561,0,20328,5577626,958954,75459,33826,2815,359.136,12251.053347985,129279,159957,215505,352925,973,445426,645141,67889,9725.1647286,1992790,85,64.04,37.43,109.36,NA
2018-2019,Feb,31,UTTAR PRADESH,3150,SULTANPUR,2965417,172.697571786327,45,113,2831.970702075,27058,2,18095,3748764,1058575,61209,8540,398,333.99239,9639.987492075,82659,95004,136442,200190,704,293498,397013,45153,6474.0244,1507441,80,48.44,29.13,117.01,NA
2018-2019,Feb,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,6959086,170.82650417695,41,114,6264.620892642,9313,5,10945,7430542,1609343,77521,8317,297,574.83092,19532.786952642,177687,201452,244660,332739,826,367363,479050,20258,12693.33514,3589508,42,51.45,56.22,115.34,NA
2018-2019,Feb,31,UTTAR PRADESH,3159,BALLIA,3525225,173.297455845005,43,109,1954.079543697,18895,2,13434,3892255,612137,36168,97026,4772,295.12538,8994.383813697,90125,101007,152952,220827,733,298542,403690,32329,6745.17889,1490328,70,63.63,54.36,127.62,NA
2018-2019,Feb,31,UTTAR PRADESH,3170,KAUSHAMBI,1283558,169.288605861824,40,96,570.129918142,12570,1,9420,1433581,775841,88510,556,71,115.58309,3112.602296942,35021,44315,77373,146252,391,208852,339522,21990,2426.8892888,653865,88,77.11,43.13,113.21,NA
2018-2019,Feb,31,UTTAR PRADESH,3175,BALRAMPUR,2527318,172.355442733764,47,75,855.003527126,7834,0,5031,3087465,601693,32161,40056,2776,171.95514,6348.372637126,65135,74915,109677,161543,2086,183728,254123,12865,5321.41397,897402,53,62.25,73.96,117.39,NA
2018-2019,Feb,31,UTTAR PRADESH,3184,SAMBHAL,1905922,171.006093662159,38,155,736.64076353,5857,115,3287,2011805,598580,43739,352,13,134.48682,4311.43672613,52596,61909,90860,133264,810,159133,218264,9144,3440.3091426,463248,43,63.33,61.25,120.47,NA
2018-2019,Dec,31,UTTAR PRADESH,3109,BIJNOR,1324180,164.078484608546,18,202,758.884396268,4888,4,6462,1439760,585331,108653,3180,578,129.31767,3250.538456268,75794,92625,146168,243989,141,208561,326380,11350,2362.33639,379352,34,58.12,76.22,112.23,NA
2018-2019,Dec,31,UTTAR PRADESH,3120,AGRA,1477034,173.479278700909,34,65,592.657486939,3311,20,3082,1217775,379210,37890,10055,931,91.04243,2796.287203139,35785,42576,73395,109131,122,157091,214085,6393,2112.5872862,350275,51,76.05,74.26,105.28,NA
2018-2019,Dec,31,UTTAR PRADESH,3123,MAINPURI,1384441,163.084076331595,37,99,600.012996185,5564,9,5817,1568420,490585,42583,1906,148,128.76201,3286.618276185,41951,50969,86537,131242,403,157597,223841,11381,2557.84327,459173,72,62.67,52.79,108.04,NA
2018-2019,Dec,31,UTTAR PRADESH,3131,UNNAO,2950880,165.064823451892,39,134,1071.334128574,20986,1,12482,2869841,969807,86475,5348,535,218.57334,6027.005448574,73469,83383,150701,223597,484,366775,482824,33468,4737.09798,802872,82,67.63,44.13,105.22,NA
2018-2019,Dec,31,UTTAR PRADESH,3136,KANPUR DEHAT,949011,164.443735967256,30,141,414.073003291,4016,1,13115,868059,341318,55001,4692,847,69.75148,1911.293133291,28422,33087,71217,128036,53,215392,331118,17131,1427.46865,286908,80,70.27,50.55,117.84,NA
2018-2019,Dec,31,UTTAR PRADESH,3137,KANPUR NAGAR,818186,164.166581531464,30,71,227.785665511,4242,2,6369,639336,238432,49396,11936,2383,61.19157,1338.553291211,21158,24563,62504,116434,46,199981,307905,10611,1049.5760557,170423,71,70.5,60.26,111.59,NA
2018-2019,Dec,31,UTTAR PRADESH,3143,FATEHPUR,2737079,159.70601824728,39,79,1747.823140801,13979,3,19566,2372518,1011520,98493,196,19,205.919,5742.796170801,60204,68411,141014,211790,267,268041,372531,33545,3789.05403,1059540,86,66.4,42.95,111.65,NA
2018-2019,Dec,31,UTTAR PRADESH,3153,BASTI,5424627,169.926148293308,43,145,5105.027258319,16262,10,21372,5758655,1482452,96911,3151,146,417.75072,15308.238613319,133549,161753,231733,359189,1705,359471,529785,37634,9785.460635,2531158,56,63.98,59.45,124.25,NA
2018-2019,Dec,31,UTTAR PRADESH,3155,DEORIA,2818322,178.222748671831,39,54,1949.394844119,6465,3,8881,2645183,802393,49757,77930,4656,230.81502,6894.527714119,67626,71265,128104,161389,259,237812,290347,15346,4714.31785,932272,48,68.39,64.5,100.88,NA
2018-2019,Dec,31,UTTAR PRADESH,3158,JAUNPUR,3162481,176.006586393231,41,100,3747.39865626499,20718,19,16397,3535167,1366626,98675,14006,1513,318.48343,10288.008846265,84959,90929,176883,229560,1142,398396,491623,37115,6222.12676,1549710,72,87.61,63.89,107.54,NA
2018-2019,Dec,31,UTTAR PRADESH,3161,VARANASI,1171282,167.332921252399,27,81,665.407935287,4737,0,8253,938327,374511,55202,3698,534,86.00281,2321.540725287,33537,42283,71942,136193,180,155013,251306,12990,1570.12998,437284,68,51.08,40.65,104.25,NA
2018-2019,Dec,31,UTTAR PRADESH,3169,AURAIYA,916967,158.900227763513,31,48,403.527075753,9663,0,9092,930790,419629,51979,3679,571,69.18163,1951.736135753,29566,33061,70792,106624,40,131627,185105,18755,1479.02743,319049,84,52.01,25.29,107.59,NA
2018-2019,Dec,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,748270,166.196053024782,36,11,423.166978908,6928,3,7598,846623,349989,44578,5025,365,80.56,1910.780988908,23036,30299,49887,101385,95,132428,236173,14526,1407.05401,355446,80,85.78,39.98,113.35,NA
2018-2019,Dec,31,UTTAR PRADESH,3183,SHAMLI,326551,162.735759633941,36,3,116.3872246,331,0,879,293286,28230,2548,168,13,18.499106,612.1675306,8104,8885,17622,21327,56,36174,42877,1210,477.2812,70948,6,61.73,78.76,127.84,NA
2018-2019,Dec,31,UTTAR PRADESH,3184,SAMBHAL,1674866,163.728264438738,34,151,736.64076353,4855,116,3533,1696045,507668,43621,290,13,134.48682,3648.03262613,48522,56957,90479,132794,577,158221,217201,8388,2776.9050426,391487,44,65.46,64.44,120.91,NA
2018-2019,Nov,31,UTTAR PRADESH,3160,GHAZIPUR,2420639,173.128732899065,33,75,1602.591158587,8662,13,12063,2373189,592076,74581,15417,1352,215.95792,5927.221123587,71514,83316,158723,262529,478,341909,525077,20725,4108.672045,860156,65,58.9,51.67,155.97,NA
2018-2019,Nov,31,UTTAR PRADESH,3161,VARANASI,979468,171.323844316606,25,73,665.407935287,4037,1,8464,778760,308637,55147,2747,535,86.00281,2085.612315287,30767,38612,71802,135984,92,154807,251003,12501,1334.20157,360610,69,53.07,41.12,104.63,NA
2018-2019,Nov,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,6850,166.446914262046,17,0,0,69,83,149,7243,1698,548,56,14,0,12.05575,413,464,1268,1766,1,16002,18469,218,12.05575,1243,24,11.93,90.47,117.28,NA
2018-2019,Nov,31,UTTAR PRADESH,3165,BAGHPAT,63511,168.473795480011,29,4,18.107940943,354,4,440,47301,17020,3727,27,11,3.86,101.657730943,1631,1882,7740,11535,7,32045,44452,794,79.68979,14374,6,17.82,76.04,111.76,NA
2018-2019,Nov,31,UTTAR PRADESH,3177,CHITRAKOOT,1891477,168.424037760329,38,52,763.618676603,6988,0,12909,1390454,705490,83674,193,6,123.94705,3229.424496603,35933,55331,80670,166708,784,126629,247487,19897,2341.85877,611190,72,64.88,54.28,104.03,NA
2018-2019,April,31,UTTAR PRADESH,3112,SAHARANPUR,34825,269.735485658861,8,4,283.532194075,438,300,3187,21651,8546,60858,0,202,41.41225,383.344874075,2647,2963,78782,122484,0,116625,171573,3625,58.40043,6958,16,50.87,48.79,109.18,NA
2018-2019,April,31,UTTAR PRADESH,3115,MEERUT,35470,56.3360461675052,13,5,0,71,406,1153,13516,7666,12654,0,9,0,7.61438,995,1167,18393,25467,0,46614,59123,1224,7.61438,6052,61,49.18,38.51,231.54,NA
2018-2019,April,31,UTTAR PRADESH,3119,MATHURA,66391,226.55786740406,13,5,189.3229127,213,323,3167,29654,9699,40259,86,245,30.23739,286.7437727,2154,2870,57315,100480,0,128909,214850,3380,67.18347,9899,22,81.34,74.58,115.85,NA
2018-2019,April,31,UTTAR PRADESH,3120,AGRA,74707,202.758449876037,13,12,276.791111347,504,354,3604,77039,24370,37525,731,931,17.50955,450.503743547,5840,6569,71920,107038,0,154147,209975,4108,156.2030822,25031,60,69.08,61.42,111.62,NA
2018-2019,April,31,UTTAR PRADESH,3129,SITAPUR,433564,109.292130955256,16,99,402.904008391,1416,469,74164,695688,325772,326364,856,904,65.66553,1228.901778391,41566,55322,345533,696722,0,613681,1087295,75580,760.33224,249879,87,76.99,14.89,119.43,NA
2018-2019,April,31,UTTAR PRADESH,3131,UNNAO,291562,116.86377073368,14,22,148.272406408,1565,316,22066,190451,71331,86906,346,539,38.58021,409.420836408,13090,14420,148490,222056,0,361177,477415,23631,222.56822,62453,88,76.04,21.18,102.7,NA
2018-2019,April,31,UTTAR PRADESH,3145,PRAYAGRAJ,549960,109.240216633365,15,21,648.333413982,1694,680,36696,319803,176177,163914,524,102,44.12885,1041.815753982,20445,25317,177749,298467,0,364117,565975,38390,349.35349,124145,84,72.42,11.49,123.93,NA
2018-2019,April,31,UTTAR PRADESH,3153,BASTI,501630,99.7004351645208,15,37,814.364642825,1496,356,26689,545311,143587,96796,392,146,71.75892,1429.801002825,35134,41366,229364,356685,0,355072,524958,28185,543.67744,239990,61,77.02,67.63,164.44,NA
2018-2019,April,31,UTTAR PRADESH,3159,BALLIA,1097333,189.760042558332,12,11,749.889625889,1014,412,18853,107617,23906,35853,3500,4750,92.2768,1046.380490889,8331,8990,148880,217139,0,287735,392682,19867,204.214065,44484,80,63.97,26.42,176.59,NA
2018-2019,April,31,UTTAR PRADESH,3165,BAGHPAT,2320,360.78869448183,14,0,12.3458518,191,172,337,2229,762,3702,0,11,0.112,20.4998318,158,180,7602,11380,0,31849,44233,528,8.04198,534,8,25.12,25.12,172.39,NA
2018-2019,April,31,UTTAR PRADESH,3167,AMROHA,77562,1160.75610573499,8,8,164.481208967,788,207,2787,23871,8951,52928,0,33,34.27039,475.835688967,2702,3069,103412,177954,0,149453,243878,3575,277.08409,5039,7,17.04,16.21,179.6,NA
2018-2019,April,31,UTTAR PRADESH,3169,AURAIYA,60147,104.330132897314,15,3,146.63797825,144,232,13873,52597,28289,52094,121,577,15.57067,217.08316825,3476,3823,69311,105350,0,128958,182554,14017,54.87452,22210,84,72.71,11.59,120.44,NA
2018-2019,April,31,UTTAR PRADESH,3183,SHAMLI,11959,117.410688493019,14,0,52.852249,30,162,706,14539,1455,2581,0,16,13.095246,83.017835,1034,1110,17250,21366,0,35543,42658,736,17.07034,3629,9,66,64.6,136.3,NA
2018-2019,Oct,31,UTTAR PRADESH,3120,AGRA,1345594,176.031048469995,29,60,351.071916288,2520,29,3382,995193,315861,37841,8589,931,80.62737,2183.547958488,33291,39425,73142,108820,45,156413,213262,5902,1751.8486722,283716,52,82.06,80.77,106.19,NA
2018-2019,Oct,31,UTTAR PRADESH,3128,KHERI,2519285,162.592061642589,29,306,269.0177446333,24324,2,29277,3044194,1169802,167497,19230,6900,205.85026,5424.4857896333,103765,131967,257556,428167,167,520304,756890,53601,4949.617785,890710,87,76.69,49.26,108.76,NA
2018-2019,Oct,31,UTTAR PRADESH,3138,JALAUN,2468609,170.517045359869,39,253,1374.287754328,6760,0,13323,2815815,994542,106911,3457,428,292.10459,6467.836885128,70637,102989,130593,289853,303,210217,438563,20083,4801.4445408,1009183,54,80.69,84.23,107.91,NA
2018-2019,Oct,31,UTTAR PRADESH,3142,BANDA,1287015,167.642852511419,34,27,1457.91520416,8489,0,16858,1495987,453906,84754,897,173,182.4202,4148.25068416,43961,62042,122183,273838,452,211944,447256,25347,2507.91528,647612,81,71.96,57.68,101.24,NA
2018-2019,Oct,31,UTTAR PRADESH,3146,BAHRAICH,2815392,178.072842570891,32,233,1597.800007402,23235,0,37610,3293800,609519,75841,15087,2811,298.73,7761.893296002,100454,122639,214334,351837,173,438231,636881,60845,5865.3632886,1229551,85,69.74,40.04,111.39,NA
2018-2019,Oct,31,UTTAR PRADESH,3156,MAU,4248770,171.828946543136,39,305,3143.540081869,8750,1,12353,3220578,912787,63896,22025,1205,319.786,8997.211331869,80649,90260,151753,209673,688,237350,315317,21103,5533.88525,1378768,59,60.57,54.01,105.33,NA
2018-2019,Oct,31,UTTAR PRADESH,3159,BALLIA,2571879,173.805470920778,34,97,1413.868983083,6166,2,21508,2572163,420845,36231,65624,4791,261.39938,6145.828378083,74145,82834,152183,220373,153,294720,399877,27674,4470.560015,981309,73,75.15,68.36,139.18,NA
2018-2019,Oct,31,UTTAR PRADESH,3162,MIRZAPUR,1780924,169.292623630091,33,87,1137.700426748,11418,1,22840,1773840,845266,118138,17866,2695,183.87468,4324.555381748,52995,71710,125376,237745,89,296754,500130,34258,3002.980275,801948,84,60.87,36.8,122.54,NA
2018-2019,Oct,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2654701,173.49279402733,35,103,1985.319237724,7572,8,14971,2647526,965492,93487,5022,515,240.26022,6818.846287724,74281,88789,143334,247271,300,268782,426285,22543,4593.26683,1166423,69,64.92,63.24,102.87,NA
2018-2019,Oct,31,UTTAR PRADESH,3175,BALRAMPUR,1621822,175.901234207631,32,61,434.693110915,4823,0,5973,1610588,314342,32120,27348,2777,140.50435,3408.241630915,48855,55683,109171,161059,299,182471,252796,10796,2833.04417,487778,59,61.92,71.5,124.62,NA
2018-2019,May,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,74037,128.845658326533,13,7,99.714475732,197,166,1404,57593,17180,11633,178,85,7.05716,180.977715732,4318,4511,29510,37692,0,77164,96753,1601,74.20608,13205,4,49.85,50.46,112.79,NA
2018-2019,May,31,UTTAR PRADESH,3118,ALIGARH,244094,140.903572402676,13,51,1051.997274388,1377,159,3442,326307,102907,46232,410,163,44.44452,1556.220014388,24385,26813,104231,149640,0,192385,261322,4819,459.77822,71332,28,71.17,68.64,100.77,NA
2018-2019,May,31,UTTAR PRADESH,3122,ETAH,277807,128.385862559855,17,18,183.60562245,802,133,6390,193175,59563,33616,112,12,28.63689,460.25190245,10934,11993,67376,108603,0,147988,218147,7192,248.00939,54172,78,80.49,39.56,145.97,NA
2018-2019,May,31,UTTAR PRADESH,3126,PILIBHIT,153958,133.915707970128,15,70,1110.769565099,4967,60,6067,400370,84062,50626,571,505,80.98654,1727.914425099,25274,29202,130152,223058,0,275906,408087,11034,536.15832,101353,72,60.26,40.36,102.86,NA
2018-2019,May,31,UTTAR PRADESH,3137,KANPUR NAGAR,74602,158.050036843343,14,26,87.036807752,1282,89,7577,89297,33331,49394,1663,2384,13.9358,242.106549152,6097,6845,61971,115828,0,198917,306701,8859,141.1339414,34846,73,90.25,26.59,115.71,NA
2018-2019,May,31,UTTAR PRADESH,3145,PRAYAGRAJ,1099919,139.024154772214,18,47,940.205643459,4150,283,35481,660532,359341,163685,747,101,76.91165,1935.416323459,35192,43753,178260,298719,0,366553,568680,39631,918.29903,257460,83,77.2,13.06,116.49,NA
2018-2019,May,31,UTTAR PRADESH,3148,BARABANKI,319299,194.310058398662,17,21,927.948267159,4725,87,15944,548129,235634,135987,527,157,56.164,2049.182047159,30965,35867,195831,323610,6,446568,645179,20669,1065.06978,161968,71,67.3,44.07,102.21,NA
2018-2019,May,31,UTTAR PRADESH,3165,BAGHPAT,5392,198.594935258393,15,3,12.3458518,218,123,392,8727,3367,3704,0,11,0.112,29.7892318,566,643,7624,11403,0,31888,44273,610,17.33138,2210,7,35.42,41.52,112.71,NA
2018-2019,May,31,UTTAR PRADESH,3166,HATHRAS,89227,119.774711523554,12,16,66.112157587,437,172,1077,90302,26507,17571,89,44,12.34859,186.619707587,7443,7964,37875,59559,0,73028,106134,1514,108.15896,10115,18,80.74,78.24,101.62,NA
2018-2019,May,31,UTTAR PRADESH,3171,CHANDAULI,727010,123.996173699304,20,77,506.838372205,683,121,13327,488200,172589,77324,2947,1025,40.218,1152.405692205,23773,32871,95060,209205,22,231465,442432,14010,605.34932,189735,73,72.94,48.04,112.05,NA
2018-2019,April,31,UTTAR PRADESH,3110,MORADABAD,184974,92.1506864718384,15,16,131.320159998,318,411,6465,88933,16995,35760,28,16,11.57615,224.848679998,5638,7094,91535,147263,0,156539,232180,6783,81.95237,35991,84,78.9,25.13,121.77,NA
2018-2019,June,31,UTTAR PRADESH,3111,RAMPUR,366507,145.006442819973,19,26,559.645148594,741,111,3346,427763,87015,28287,675,151,67.8844,1247.813458594,21501,23078,85565,120356,3,159545,210629,4087,620.28391,70882,53,71.69,70.07,145.86,NA
2018-2019,June,31,UTTAR PRADESH,3115,MEERUT,137124,123.248059121165,19,15,28.068649009,260,197,1140,77671,40988,12777,37,9,5.47465,129.271299009,4043,4834,18968,25834,1,52806,65733,1400,95.728,26619,54,69.78,67.31,142.07,NA
2018-2019,June,31,UTTAR PRADESH,3116,GHAZIABAD,0,0,0,0,0,0,161,3,0,0,19,0,0,0,0,0,0,68,207,0,17606,25871,3,0,0,0,0,0,0,NA
2018-2019,June,31,UTTAR PRADESH,3139,JHANSI,1124613,143.464646122648,32,134,1305.874783839,3752,1,12789,1122338,378294,84670,13946,1849,121.4853,3037.518323839,35067,50969,107914,225192,172,186013,371214,16541,1610.15824,425704,53,57.63,50.98,115.07,NA
2018-2019,June,31,UTTAR PRADESH,3143,FATEHPUR,992162,149.143170594062,26,25,882.686409251,5192,27,20475,854086,376031,98179,30,31,98.42,2254.917349251,32487,36411,139627,210515,10,265194,369577,25667,1273.81094,386708,88,72.19,42.96,112.53,NA
2018-2019,June,31,UTTAR PRADESH,3144,PRATAPGARH,640196,141.916137276566,26,56,2982.27711927,2695,189,37192,1745877,906525,124989,1721,422,207.60927,5667.56758927,67134,73705,185734,258317,42,366329,505070,39887,2477.6812,806519,81,59.18,50.58,113.15,NA
2018-2019,June,31,UTTAR PRADESH,3148,BARABANKI,532165,180.020276429547,21,35,1066.0268554,7576,44,13453,906126,390356,135978,579,157,105.334,2802.5713854,41847,48804,195948,323772,35,446939,645655,21029,1631.21053,260690,70,68.19,55.14,102.39,NA
2018-2019,June,31,UTTAR PRADESH,3154,GORAKHPUR,1193666,152.366506927348,25,84,463.74892917,4518,23,17308,1893293,545158,70398,5000,717,157.09633,3505.58966917,73703,80622,163074,235970,12,370407,491860,21826,2884.74441,752871,75,59.12,67.59,111.87,NA
2018-2019,June,31,UTTAR PRADESH,3157,AZAMGARH,1940108,146.276887537791,25,97,2180.321442339,4747,86,22280,2702330,1061929,120792,2799,375,192.53782,6325.743477339,106555,113925,235011,299890,6,480414,582452,27027,3952.884215,1111283,69,77.55,78.08,133,NA
2018-2019,June,31,UTTAR PRADESH,3161,VARANASI,233517,167.590547305364,15,49,370.201159616,2917,133,6383,286458,119889,55055,1193,533,42.80997,893.087659616,18078,22000,71261,135241,1,153756,249551,9300,480.07653,136318,71,65.95,47.15,105.33,NA
2018-2019,June,31,UTTAR PRADESH,3163,SONBHADRA,613740,144.054744734672,22,115,1051.164548273,3406,12,23005,1144848,392536,123146,329417,120689,105.57602,2805.948432273,49852,68976,152607,376886,14,340110,754980,26411,1649.207864,535295,85,81.92,53.16,105.22,NA
2018-2019,June,31,UTTAR PRADESH,3167,AMROHA,331666,169.73678249857,19,51,651.950812451,1984,69,2999,604842,187929,53044,194,33,123.40574,1801.995902451,31594,38932,103934,178470,42,150226,244720,4983,1026.63935,143528,7,69.51,69.56,153.95,NA
2018-2019,June,31,UTTAR PRADESH,3168,KANNAUJ,265367,186.803438688232,18,52,617.066812392,2259,26,11705,367931,132872,55088,126,54,74.99454,1379.369112392,19508,21538,82417,128280,0,146679,207957,13964,687.30776,84422,72,76.09,51.81,115.03,NA
2018-2019,June,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,211746,151.399417453168,24,9,293.125249205,1898,20,11232,370099,160602,44932,2121,369,38.36,891.812979205,15032,19671,49979,102049,1,130659,234547,13130,560.32773,157931,81,87.09,38.62,126.33,NA
2018-2019,June,31,UTTAR PRADESH,3177,CHITRAKOOT,934760,144.898115411133,21,31,415.675799397,2679,0,13402,407569,218793,83538,86,4,55.942,1062.177599397,18661,27764,79561,165309,21,125123,245546,16081,590.5598,185175,73,74.37,54.36,105.41,NA
2018-2019,June,31,UTTAR PRADESH,3184,SAMBHAL,576765,140.538534347573,22,115,229.938506292,1825,133,3865,777988,247494,43102,158,13,130.88682,1454.198258892,35038,40806,88535,130567,13,155173,213735,5690,1093.3729326,176884,52,80,74.96,121.21,NA
2018-2019,April,31,UTTAR PRADESH,3117,BULANDSHAHR,18819,317.840774689533,12,2,27.269020665,432,802,1398,6764,1165,11115,0,0,5.12812,53.895890665,546,614,29061,41387,0,106264,138548,1830,21.49875,2550,53,77.38,46.81,155.37,NA
2018-2019,April,31,UTTAR PRADESH,3118,ALIGARH,114099,187.073691469367,10,5,982.022302653,451,275,3875,73957,21814,46191,95,161,43.24052,1163.616912653,7216,7814,103962,149428,0,191969,260910,4326,138.35409,15671,31,49.65,44.16,102.37,NA
2018-2019,April,31,UTTAR PRADESH,3121,FIROZABAD,190500,154.985387390438,12,4,150.092570084,845,208,3855,76783,40825,38312,118,107,34.21903,303.314030084,6004,7208,65500,88831,0,134237,173856,4700,119.00243,22677,65,76.46,43.5,111.79,NA
2018-2019,April,31,UTTAR PRADESH,3123,MAINPURI,91495,86.4086279264137,16,15,124.726761696,364,307,6833,108879,43169,41984,135,146,27.53856,246.346171696,6420,7666,84043,127999,0,152724,217613,7197,94.08085,44536,83,71.58,20.75,107.9,NA
2018-2019,April,31,UTTAR PRADESH,3124,BUDAUN,110072,234.892946518214,12,48,273.349599855,528,347,12132,133466,22682,43231,119,78,75.90434,662.756159855,10336,11269,125124,178630,0,249371,334708,12660,313.50222,35193,71,73.21,48.27,114,NA
2018-2019,April,31,UTTAR PRADESH,3135,ETAWAH,22901,127.430741848474,13,4,20.223926602,208,240,10406,54499,25136,42838,116,145,10.53431,100.206716602,4136,4481,62141,93192,0,140485,191786,10614,69.44848,19306,74,70.16,45.84,154.32,NA
