fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Feb,31,UTTAR PRADESH,3150,SULTANPUR,3682407,176.506965142531,50,97,1574.743818902,16936,1,15201,3967758,920971,60182,9457,436,319.13619,8897.249238902,78772,87695,145507,208463,1493,326103,433902,32137,7003.36923,1570941,70,65.45,50.25,100.27,NA
2019-2020,Feb,31,UTTAR PRADESH,3157,AZAMGARH,6562634,176.030714729702,40,167,1856.14699119,17876,7,12518,6232482,2412187,124088,13887,487,458.06775,13285.29735119,154044,163388,249446,312909,659,512925,616682,30394,10971.08261,2567690,64,63.17,61.42,103.16,NA
2019-2020,Feb,31,UTTAR PRADESH,3167,AMROHA,2202873,175.906139532846,34,114,748.41337852,4227,0,3318,2099606,569769,51999,422,35,166.15028,4607.89951852,60756,79923,103009,176563,584,156461,251428,7545,3693.33586,508339,12,82.92,81.14,102.28,NA
2019-2020,Feb,31,UTTAR PRADESH,3172,KUSHI NAGAR,5090801,183.759362266489,46,288,2014.378786566,11482,1,21478,5433743,1576290,98299,7782,445,503.32462,12502.714890566,117842,140293,194141,307743,1704,417616,596103,32960,9985.011484,1857473,43,73.45,65.49,104.85,NA
2019-2020,Feb,31,UTTAR PRADESH,3176,SHRAVASTI,2088388,181.858112073713,50,114,691.265758645999,4280,0,6256,2068121,697405,44412,12811,984,167.84314,4620.154704646,40985,52197,69602,129686,1595,132059,220018,10536,3761.045806,659871,46,82.21,82.22,103.82,NA
2019-2020,Feb,31,UTTAR PRADESH,3177,CHITRAKOOT,2991023,181.40414017077,52,72,596.944529935,8378,0,12058,2774958,1217606,80981,159,6,216.00932,5846.842549935,52551,79232,81775,166599,3015,130245,251476,20436,5033.8887,1175670,64,57.28,51.22,103.34,NA
2019-2020,April,31,UTTAR PRADESH,3118,ALIGARH,177070,161.877324368537,9,26,0,217,538,3337,66631,18706,44640,47,171,0,107.86048,6787,7140,102910,145272,0,198473,267818,3554,107.86048,14515,23,67.66,66.22,103.58,NA
2019-2020,April,31,UTTAR PRADESH,3120,AGRA,178300,199.979581730849,13,15,0,361,471,2140,60583,16638,37377,227,873,0,121.15363,4501,4986,73645,109328,0,159307,216898,2501,121.15363,18538,43,44.98,46.4,99.98,NA
2019-2020,April,31,UTTAR PRADESH,3123,MAINPURI,181796,137.52453996871,19,11,0,518,273,6286,80538,12853,41254,75,149,0,110.759514,4048,5054,84733,128148,0,158915,225412,6804,110.759514,31107,66,78.52,6.85,124.03,NA
2019-2020,April,31,UTTAR PRADESH,3124,BUDAUN,309893,166.852110494748,15,51,0,1135,277,10947,177565,21853,41871,59,96,0,296.27095,11292,12320,128356,180674,0,259730,345738,12082,296.27095,46074,59,60.01,29.19,107.78,NA
2019-2020,April,31,UTTAR PRADESH,3128,KHERI,412490,150.048983491182,18,43,0,2448,234,17095,290996,52944,152527,1722,6118,0,436.63654,15613,20183,242902,404335,1,529616,767745,19543,436.63654,99588,78,88.84,11.51,100.85,NA
2019-2020,April,31,UTTAR PRADESH,3129,SITAPUR,679966,136.422459418212,16,98,0,2456,193,33047,540575,163133,297980,635,843,0,737.46571,32304,40711,334094,668512,0,637124,1118211,35503,737.46571,161691,74,70.83,22.16,115.25,NA
2019-2020,April,31,UTTAR PRADESH,3131,UNNAO,313557,128.98230365289,14,21,0,892,193,8651,234992,64781,77674,395,523,0,303.098095,15861,16834,142860,209851,0,372701,489129,9543,303.098095,68337,67,77.13,49.93,101.66,NA
2019-2020,April,31,UTTAR PRADESH,3142,BANDA,327272,138.215963282521,20,5,0,1231,12,14983,290216,62414,78821,168,170,0,401.12484,14195,18826,122664,271269,0,219549,458120,16214,401.12484,137166,79,79.9,44.85,100.79,NA
2019-2020,April,31,UTTAR PRADESH,3143,FATEHPUR,322417,119.450586163674,20,57,0,894,108,17949,398097,136634,93495,29,20,0,475.5292,19207,21233,141068,208258,0,273578,378406,18843,475.5292,165933,76,65.39,46.71,101.09,NA
2019-2020,April,31,UTTAR PRADESH,3145,PRAYAGRAJ,323223,116.019960920089,18,57,0,1834,159,21418,444218,163678,156100,291,110,0,515.38155,23856,28243,177399,294573,0,371951,574242,23252,515.38155,178784,71,71.25,40.57,104.93,NA
2019-2020,April,31,UTTAR PRADESH,3155,DEORIA,274217,132.907400122162,18,13,0,809,563,7658,193186,55441,46952,5792,4575,0,256.75849,10253,10721,125992,158571,0,245054,298115,8467,256.75849,76124,42,59.6,52.58,100.02,NA
2019-2020,April,31,UTTAR PRADESH,3158,JAUNPUR,369808,93.9713518577117,17,31,0,1161,576,16052,638366,222706,99046,2302,1517,0,599.88116,36224,37899,190562,240748,0,421836,515914,17213,599.88116,288405,56,75.95,58.05,103.47,NA
2019-2020,April,31,UTTAR PRADESH,3165,BAGHPAT,6561,410.864077669903,11,0,0,16,200,538,515,177,2986,0,6,0,2.11595,44,46,5909,8777,0,32223,44653,554,2.11595,222,4,15.38,46.15,104.9,NA
2019-2020,April,31,UTTAR PRADESH,3166,HATHRAS,57056,151.172927443599,13,5,0,369,315,1108,36923,10296,16551,43,49,0,55.81758,2644,3031,36053,56756,0,75003,108421,1477,55.81758,5899,16,33.08,39.14,103.13,NA
2019-2020,April,31,UTTAR PRADESH,3168,KANNAUJ,128947,108.115069198426,16,17,0,1010,245,11057,81577,20255,50926,22,60,0,88.19703,4975,5624,81189,125434,0,150794,213036,12067,88.19703,25574,59,86.68,33.84,147.51,NA
2019-2020,April,31,UTTAR PRADESH,3169,AURAIYA,100276,101.3080435576,15,7,0,214,112,8409,117821,34969,46996,400,426,0,119.36215,7824,8533,65097,97483,0,133360,186880,8623,119.36215,42098,78,71.73,27.65,110.44,NA
2019-2020,April,31,UTTAR PRADESH,3170,KAUSHAMBI,145564,100.677197222853,20,9,0,373,81,9527,123292,46274,81934,36,80,0,124.12693,6161,6886,73699,138936,0,209949,340906,9900,124.12693,51072,83,84.29,35.23,107.07,NA
2019-2020,April,31,UTTAR PRADESH,3175,BALRAMPUR,296121,87.5112814296328,15,15,0,165,403,4273,179011,31283,30035,3973,2876,0,156.65482,11508,12437,104921,152860,0,187369,258039,4438,156.65482,53339,37,77.43,73.98,110.72,NA
2019-2020,April,31,UTTAR PRADESH,3179,MAHOBA,103847,90.728218667495,18,4,0,262,94,6265,51512,9371,37065,84,171,0,46.73592,2825,3935,45925,130446,0,100837,264045,6527,46.73592,19719,64,61.93,19.73,111.29,NA
2019-2020,April,31,UTTAR PRADESH,3181,AMETHI,231876,89.3726512563657,19,12,0,675,200,20943,286302,77142,56007,1218,804,0,255.875688,14895,16853,111817,187099,0,232130,353732,21618,255.875688,104166,73,55.06,24.62,129.96,NA
2019-2020,July,31,UTTAR PRADESH,3115,MEERUT,152245,135.704101863199,36,7,0.896,195,32,892,240715,123483,12303,82,10,11.05518,338.6113088,6664,7774,20594,26547,7,55728,68493,1087,326.6601288,85573,16,45.35,85.2,107.95,NA
2019-2020,July,31,UTTAR PRADESH,3119,MATHURA,588577,136.96993185885,26,20,1.456,193,61,6845,611378,206620,39104,1566,255,7.6298,846.48983,23427,31269,59480,102231,9,132195,219237,7038,837.40403,213765,19,86.46,91.55,109.81,NA
2019-2020,July,31,UTTAR PRADESH,3120,AGRA,980962,154.737672090113,27,81,6.272,1124,5,2481,1106615,357081,38114,8542,876,9.70151,1728.3238,39730,47315,76192,112712,17,162589,221224,3605,1712.35029,339521,31,88.46,88.87,100.34,NA
2019-2020,July,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1491062,159.486227225133,22,98,5.7216564,3233,42,8076,857634,257423,80676,387,87,15.55698,1389.0867464,37332,43259,151739,252020,17,318851,470225,11309,1367.80811,178443,69,81.5,57.11,115.11,NA
2019-2020,July,31,UTTAR PRADESH,3132,LUCKNOW,625069,164.265645693199,22,37,3.696,1646,36,4017,420579,270941,77881,813,308,6.75075,701.31356,18372,20831,63699,115241,7,192688,296628,5663,690.86681,113427,54,64.92,67.38,103.16,NA
2019-2020,July,31,UTTAR PRADESH,3139,JHANSI,1553843,171.687010658707,40,124,25.7356165,2966,5,7442,1448018,475014,76982,17426,1736,109.65796,2621.4523945,36032,51036,102502,210718,526,191423,377892,10408,2486.058818,549780,43,75.48,68.39,102.77,NA
2019-2020,July,31,UTTAR PRADESH,3148,BARABANKI,1804969,178.108130233845,29,52,230.282635458,4827,4,7582,1359063,560381,121765,795,146,61.48836,2712.372693458,46132,53792,177797,294097,68,455900,656358,12409,2420.601698,390373,53,64.32,66.94,100.01,NA
2019-2020,July,31,UTTAR PRADESH,3150,SULTANPUR,1525584,173.072787747565,33,60,71.850683792,6994,11,13501,1518588,352465,60293,2896,450,64.46633,2764.579599792,45416,50089,144803,208193,26,315117,421975,20495,2628.262586,607337,72,73.89,49.71,100.2,NA
2019-2020,July,31,UTTAR PRADESH,3153,BASTI,2907570,182.680779327251,27,83,22.124003028,3449,48,16916,2222404,524406,95929,1043,170,98.71591,4180.744860028,82136,95291,245315,371544,54,379784,551627,20365,4059.904947,995155,42,78.6,73.67,100.47,NA
2019-2020,July,31,UTTAR PRADESH,3155,DEORIA,1508672,167.813477628471,26,37,51.441869205,2718,48,7187,974207,291469,47182,31918,4598,19.28225,1705.574765205,37401,39008,127268,160000,8,247447,300802,9905,1634.850646,350786,42,72.05,72.49,100.13,NA
2019-2020,July,31,UTTAR PRADESH,3162,MIRZAPUR,1423356,159.958275273307,30,54,19.59626,3679,2,15707,1235790,511023,114187,11816,2501,13.78888,2010.13351,40843,53642,126342,236254,46,308212,515156,19386,1976.74837,554926,70,72.83,57.31,100.8,NA
2019-2020,July,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,598387,158.387457802026,25,22,7.74134,783,2,7489,432189,170732,44161,1874,389,2.456,694.73051,17204,21081,51016,100349,5,136200,240893,8272,684.53317,183072,55,85.31,71.24,102.39,NA
2019-2020,July,31,UTTAR PRADESH,3181,AMETHI,1275720,167.056172430245,28,47,56.1864423,6527,15,16666,968322,255785,55909,4479,803,33.8364,1707.6645123,33625,39319,113262,189912,28,237014,360872,23193,1617.64167,340980,72,69.1,41.54,112.54,NA
2019-2020,July,31,UTTAR PRADESH,3182,HAPUR,49048,165.329007672033,20,12,0,74,10,362,59567,30365,3630,0,5,0,98.48153,2896,3190,8207,9384,0,12902,14773,436,98.48153,21143,23,45.96,62.07,99.99,NA
2019-2020,June,31,UTTAR PRADESH,3116,GHAZIABAD,0,155.235294117647,6,0,0,1,161,7,68,29,22,0,0,0,0.10556,10,10,74,196,0,17616,25865,8,0.10556,34,12,0,100,100,NA
2019-2020,June,31,UTTAR PRADESH,3121,FIROZABAD,550757,125.570007596535,22,34,28.8097494,626,45,1541,560782,258679,39437,665,117,7.62974,740.6134894,25397,28163,71095,94437,3,146488,188724,2167,704.174,186987,38,70.6,68.1,101.19,NA
2019-2020,June,31,UTTAR PRADESH,3122,ETAH,550994,136.799359587501,20,23,63.2426631,1294,58,5138,315734,70661,30683,7,17,5.992,501.1567531,15700,17861,69972,109524,0,156626,228448,6432,431.92209,87813,54,73.96,45.97,103.43,NA
2019-2020,June,31,UTTAR PRADESH,3123,MAINPURI,693783,138.452601110253,19,39,12.9910432,2540,64,5129,340643,91336,41456,212,150,8.8339,493.4540372,17302,20322,85469,128949,6,159972,226597,7669,471.629094,112472,63,79.4,42.71,106.73,NA
2019-2020,June,31,UTTAR PRADESH,3126,PILIBHIT,819296,139.276993336153,19,133,283.884046991,2774,31,6196,799238,146429,48901,1609,500,36.76649,1433.805192991,42010,49646,136040,231012,11,290629,426445,8970,1113.154656,161488,60,60.69,56.75,100.35,NA
2019-2020,June,31,UTTAR PRADESH,3132,LUCKNOW,433577,139.418811653088,17,24,3.696,1271,70,3064,238735,152558,77838,446,307,6.75075,343.28825,13450,15057,63602,115132,1,192524,296447,4335,332.8415,66317,51,63.39,57.95,104.07,NA
2019-2020,June,31,UTTAR PRADESH,3135,ETAWAH,469934,147.171155242743,18,18,3.248,1967,19,7383,294674,117033,42544,425,157,0.672,437.59513,16282,17993,65978,97918,0,148043,200175,9350,433.67513,75146,62,55.23,44.21,109.88,NA
2019-2020,June,31,UTTAR PRADESH,3142,BANDA,1248958,159.350129219368,29,11,185.438755241,3902,0,12679,759948,180798,78824,462,170,52.75528,1449.172155241,26052,36241,122755,271376,42,219666,458252,16581,1210.97812,349442,78,79.85,51.14,100.69,NA
2019-2020,June,31,UTTAR PRADESH,3144,PRATAPGARH,1502841,156.941722511753,26,42,28.1606,6137,89,14825,1351805,705721,130927,1816,373,66.565,2216.271652,51603,62611,204522,279100,48,394520,529108,20962,2121.546052,579867,82,58.29,40.27,129.88,NA
2019-2020,June,31,UTTAR PRADESH,3149,AYODHYA,1036524,153.23131010669,25,50,35.7500703,3513,23,9131,861281,295019,83708,1393,375,28.25,1383.7522303,33650,37370,126129,207094,17,235978,357179,12644,1319.75216,369463,53,70.51,61.9,109.07,NA
2019-2020,June,31,UTTAR PRADESH,3150,SULTANPUR,1058217,168.183949322023,30,51,71.850683792,5171,20,14371,1206678,273437,60264,1988,420,64.46633,2165.755729792,38943,42924,144260,207507,8,313870,420477,19542,2029.438716,488194,73,73.08,43.48,100.2,NA
2019-2020,June,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,2609628,150.132737981052,28,80,12.1301141,2558,72,9921,3320611,704643,76920,3988,312,122.842,5120.2963261,116246,129525,255072,342331,73,374011,485845,12479,4985.32421199999,1635508,30,61.18,70.24,107.92,NA
2019-2020,June,31,UTTAR PRADESH,3156,MAU,1264259,137.639034533811,24,137,43.261748767,2777,39,6127,1075294,291813,63372,8791,1439,42.984,1566.270028767,43558,47660,154058,211232,6,248635,327894,8904,1480.02428,466101,55,61.06,52.72,100.66,NA
2019-2020,June,31,UTTAR PRADESH,3168,KANNAUJ,492095,155.137864203954,20,41,5.824,3403,30,9438,307520,89891,50760,154,60,23.54172,506.44568,15281,17082,81307,125304,0,149222,211019,12841,477.07996,82637,58,73.06,40.9,116.98,NA
2019-2020,June,31,UTTAR PRADESH,3172,KUSHI NAGAR,1462948,153.677352142402,27,214,43.505051,2277,15,20166,2164346,618034,98278,2915,441,86.78622,3456.400895,79110,92191,192984,306454,49,411814,589384,22443,3326.109624,761500,42,79.05,73.14,108.92,NA
2019-2020,June,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,1317832,125.459561164683,28,33,11.088,3765,40,7599,1647315,543672,92201,2542,521,39.156,2116.95817,58031,67044,153188,261777,7,286026,447307,11364,2066.71417,740316,65,76.63,78.42,100.26,NA
2019-2020,June,31,UTTAR PRADESH,3177,CHITRAKOOT,859533,139.238125770176,25,30,6.6707457,3171,0,11856,619177,270339,81110,6,6,36.06806,904.8692557,24535,35164,81126,166333,42,129819,251780,15027,862.13045,267304,65,69.71,61.06,104.48,NA
2019-2020,June,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,919114,142.611418970327,26,18,58.499338592,2027,24,5141,788600,279192,92201,1723,511,28.34,1211.472988592,29920,34285,115839,203901,15,257507,405964,7168,1124.63365,335566,69,81.72,63.94,100,NA
2019-2020,Nov,31,UTTAR PRADESH,3119,MATHURA,1132292,175.669552746251,37,29,815.178534758001,678,16,7333,1186217,392663,39171,2772,255,101.72285,3000.723483258,31259,42238,59934,102845,129,132794,220038,8011,2083.8220985,407525,20,61.01,68.52,106.19,NA
2019-2020,Nov,31,UTTAR PRADESH,3120,AGRA,1887153,179.240639918194,37,96,239.748376325,2661,3,2192,1783728,564568,38293,12789,876,127.25369,3564.167547925,47041,56517,76845,113615,287,163623,222669,4853,3197.1654816,547920,35,80,83.01,100.46,NA
2019-2020,Nov,31,UTTAR PRADESH,3122,ETAH,1528142,178.70684689846,41,71,596.68086969,4071,5,4326,1497627,341034,30731,214,17,104.19048,3377.23333969,36381,41696,70846,110551,200,157795,229898,8397,2676.36199,405931,49,71.4,70.81,105.13,NA
2019-2020,Nov,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2868472,172.639867087328,33,199,892.556316297001,5967,1,10380,2531888,760349,80788,980,89,215.71731,5479.321704297,74837,88586,153594,253656,428,322015,473235,16347,4371.048078,461890,69,78.48,63.6,108.08,NA
2019-2020,Nov,31,UTTAR PRADESH,3130,HARDOI,6663336,175.490896355521,42,168,1583.061449458,11354,2,13816,5329459,1877934,139037,5265,369,416.07744,11351.854259458,125276,136496,251881,350954,577,580162,746532,25170,9352.71537,1135065,62,70.67,71.38,109.65,NA
2019-2020,Nov,31,UTTAR PRADESH,3135,ETAWAH,1303328,176.398025838469,35,43,179.653703711,4431,0,7658,1233587,477115,42717,2930,157,122.59703,2478.273848711,34783,38534,67054,99074,362,149778,202040,12089,2176.023115,273755,59,47.69,67.71,105.69,NA
2019-2020,Nov,31,UTTAR PRADESH,3137,KANPUR NAGAR,1079451,179.754892254648,36,51,257.428901237,3502,0,4296,917673,359981,44441,16291,2095,78.18459,1985.175603637,25287,29884,57439,106811,144,201907,309837,7798,1649.5621124,193797,48,55.41,63.25,107.92,NA
2019-2020,Nov,31,UTTAR PRADESH,3139,JHANSI,2989250,182.270966719236,52,158,1444.442427499,4412,0,8466,2466590,789853,77032,26625,1723,312.72438,6253.044245499,47140,67647,102666,210828,2280,193059,380403,12878,4495.877438,924711,47,72.04,58.62,102.16,NA
2019-2020,Nov,31,UTTAR PRADESH,3144,PRATAPGARH,4168018,173.487446477725,36,53,1341.068629739,12845,12,12700,3295824,1560878,130965,3257,379,287.10545,7346.014977739,90526,106474,206459,279798,300,399156,531461,25545,5717.840898,1440098,81,53,43.89,115.94,NA
2019-2020,Nov,31,UTTAR PRADESH,3147,GONDA,4420132,177.505535932785,40,116,4785.34956958,10430,163,16169,3821524,725587,52450,9936,490,545.786,12114.55222658,94430,100238,192554,236930,415,341916,409528,26599,6783.416657,1430296,62,63.91,58.46,112.45,NA
2019-2020,Nov,31,UTTAR PRADESH,3153,BASTI,5593521,163.49442423315,37,136,2241.738977397,7419,11,17893,4509030,1062521,96011,1918,170,314.30151,9928.053124397,120510,141330,247405,373789,824,382877,555012,25312,7372.012637,1981807,41,72.95,67.09,101.14,NA
2019-2020,Nov,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,3654910,176.209117902836,40,42,1396.004003117,7451,1,8580,3385296,1095027,92177,5737,516,282.79094,7643.995163117,83468,101181,155094,264392,586,291504,453991,16031,5965.20022,1479995,57,55.51,55.1,100.56,NA
2019-2020,Nov,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2549095,169.779815318748,37,39,1397.862364782,4176,2,5309,2049802,719672,92077,5056,512,169.2578,5047.270214782,55299,64857,116536,204516,369,258538,406966,9485,3480.15005,816848,68,80.67,67.46,100.16,NA
2019-2020,Nov,31,UTTAR PRADESH,3179,MAHOBA,1099126,173.582611837915,42,21,268.38438872,1914,1,6322,816360,178057,37151,643,171,46.07941,1731.52280872,19218,30096,47159,132353,651,102637,266905,8236,1417.05901,303802,67,72.92,63.25,110.33,NA
2019-2020,Dec,31,UTTAR PRADESH,3111,RAMPUR,1446841,176.934122816686,41,60,1232.903209588,3267,1,4686,2159218,471797,27262,2672,153,157.4519,5210.748537588,51441,56781,83955,116052,419,166657,218116,7953,3820.393428,387776,24,50.85,58.49,127.33,NA
2019-2020,Dec,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,524239,181.063160205562,40,15,69.188533,1485,0,1794,578513,165248,10877,893,75,33.27685,1149.939303,14183,14928,30008,36453,264,86391,105777,3279,1047.47392,158657,9,67.75,86.87,102.33,NA
2019-2020,Dec,31,UTTAR PRADESH,3126,PILIBHIT,2310470,175.668025490731,33,241,1707.757177868,5398,0,10535,2640960,501778,48685,5215,502,244.76664,6591.846103868,78872,96853,137435,232260,522,292605,428458,15933,4639.322286,504664,57,64.54,62.75,100.38,NA
2019-2020,Dec,31,UTTAR PRADESH,3132,LUCKNOW,1222715,174.812094963295,38,61,395.214778576,2894,34,4419,1187701,762301,78166,2763,309,102.2293,2573.689078576,31023,36521,64175,115749,541,193481,297539,7313,2076.245,306042,53,70.09,65.12,103.44,NA
2019-2020,Dec,31,UTTAR PRADESH,3136,KANPUR DEHAT,1707809,174.686623197455,39,195,475.195338470001,4380,1,7386,1636714,605367,53552,10403,843,122.91747,3457.23322647,40959,48208,73724,129080,353,222414,338096,11766,2859.120418,404660,61,54.59,57.4,105.66,NA
2019-2020,Dec,31,UTTAR PRADESH,3140,LALITPUR,3099386,180.732130866989,47,109,2015.91180348,3546,0,3528,3127328,724553,56859,220248,17349,159.43064,7827.42897708,65990,93142,114939,226544,3823,181434,339619,7074,5652.0865336,1139547,55,65.66,65.86,100.1,NA
2019-2020,Dec,31,UTTAR PRADESH,3149,AYODHYA,2923062,173.705475926257,41,135,1705.46667915,9157,0,9301,2793500,1012066,84228,4474,377,221.624,6779.55314915,67293,77444,127471,208680,879,239075,361025,18458,4852.46247,1105835,53,76.19,67.85,104.82,NA
2019-2020,Dec,31,UTTAR PRADESH,3156,MAU,3565292,172.508140246673,42,287,1966.352866066,6407,2,4855,3487769,962775,64345,28620,1461,229.306,8212.344304066,82470,91379,157493,214718,898,255274,334971,11262,6016.685438,1532321,51,71.6,67.86,100.76,NA
2019-2020,Dec,31,UTTAR PRADESH,3157,AZAMGARH,5318387,175.735612848844,35,131,1798.02329119,12348,8,14560,4880657,1878412,124044,10264,487,336.6501,10711.72588119,137911,145797,248872,312342,290,508089,611338,26908,8577.05249,2016186,66,65.34,65.73,103.18,NA
2019-2020,Dec,31,UTTAR PRADESH,3166,HATHRAS,614044,178.99196882087,30,30,298.423690705,1535,0,1515,634527,193919,16944,624,56,60.53314,1494.709200705,21021,24124,36878,57646,179,76269,109851,3050,1135.75237,83195,20,66.82,75.23,102.49,NA
2019-2020,Dec,31,UTTAR PRADESH,3169,AURAIYA,1079182,182.636470060644,33,43,262.989193023,5463,1,4725,1070347,445460,47003,5094,425,90.77005,2308.603221223,32115,36220,65449,97732,261,134141,187598,10188,1954.8439782,305028,73,58.07,56.75,104.49,NA
2019-2020,Oct,31,UTTAR PRADESH,3115,MEERUT,264787,175.341231174177,41,10,17.2014682,856,4,602,404232,198595,12461,82,10,13.87801,739.8648438,9809,11312,21100,27126,32,56821,69729,1458,708.7853656,141069,23,59.54,72.7,106.89,NA
2019-2020,Oct,31,UTTAR PRADESH,3117,BULANDSHAHR,136488,181.405622710989,18,16,31.86539598,762,30,2765,199868,47927,9290,0,0,6.32615,400.76333598,10999,12218,26383,36605,10,110538,143067,3527,362.57179,50368,11,84.39,89.37,103.5,NA
2019-2020,Oct,31,UTTAR PRADESH,3119,MATHURA,1023662,174.514748683034,36,28,166.763556955,648,19,7089,1086019,360893,39178,2468,255,52.52208,2114.548965455,30118,40641,59860,102774,83,132669,219910,7737,1895.2633285,374053,19,64.12,71.41,106.77,NA
2019-2020,Oct,31,UTTAR PRADESH,3135,ETAWAH,1178289,181.876617220664,32,36,162.412923711,4121,0,7411,1064326,420068,42703,2546,157,52.5482,2150.721248711,32515,35733,66875,98895,220,149537,201789,11532,1935.760125,231579,58,46.47,68.45,106.53,NA
2019-2020,Oct,31,UTTAR PRADESH,3137,KANPUR NAGAR,975891,179.459494113008,34,50,229.641116591,3242,0,4398,834297,328066,44442,14888,2096,44.02962,1770.895912191,24205,28539,57414,106807,87,201861,309809,7640,1497.2251756,177349,48,54.63,63.86,108.31,NA
2019-2020,Oct,31,UTTAR PRADESH,3139,JHANSI,2702467,183.905406224879,49,144,1301.588131999,4235,0,7910,2213023,711193,77029,24130,1723,181.29157,5552.748639999,44444,63627,102659,210827,1768,193037,380376,12145,4069.868938,833405,46,72.09,63.34,101.91,NA
2019-2020,Oct,31,UTTAR PRADESH,3143,FATEHPUR,3085109,173.771393951972,40,133,1423.416247718,11368,0,15495,2727203,1029939,94426,256,20,158.49,6321.004916718,67065,76050,143867,211414,444,278324,383678,26863,4739.098669,1048174,71,68.19,63.12,102.68,NA
2019-2020,Oct,31,UTTAR PRADESH,3150,SULTANPUR,2653318,178.044154527983,39,74,1423.75254507,10454,2,16852,2417478,554776,60284,5058,440,147.11433,5875.04514107,60570,67024,145053,208174,153,318891,426064,27306,4304.178266,961987,74,67.67,50.1,100.15,NA
2019-2020,Oct,31,UTTAR PRADESH,3153,BASTI,5056888,169.40322008058,33,116,2041.070864176,5932,12,17477,3509819,827455,96017,1530,170,168.62917,8155.446439176,105221,122933,247179,373610,352,382445,554606,23409,5945.746405,1549147,42,72.4,67.6,101.28,NA
2019-2020,Oct,31,UTTAR PRADESH,3154,GORAKHPUR,3398556,177.268426993748,30,79,982.488628898,5892,6,8904,2226234,550807,67275,6015,722,173.68066,5102.579281898,72034,78866,162776,232580,81,387798,511268,14796,3946.409993,870031,57,59.54,63.99,104.75,NA
2019-2020,Oct,31,UTTAR PRADESH,3158,JAUNPUR,3538583,171.527756544733,40,173,2718.137579815,10815,12,14912,3890686,1431771,101144,19495,1528,205.4404,9597.184389815,96705,102311,194961,245327,733,437685,532401,25727,6673.60641,1723796,51,70.36,70.28,102.66,NA
2019-2020,Oct,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,3304264,182.375872667332,38,41,1317.124565117,6662,1,8449,2992979,969923,92153,5230,516,186.75198,6962.348115117,78401,93952,154783,263947,312,291154,453455,15111,5458.47157,1314720,58,57.83,58.55,100.61,NA
2019-2020,Oct,31,UTTAR PRADESH,3175,BALRAMPUR,2833495,171.268790592384,41,74,567.226938222,1647,0,5655,2307237,432500,30277,39087,2898,128.38676,4647.190604222,56256,63117,106845,154941,583,190017,260897,7302,3951.576906,698307,37,75.6,83.74,101.96,NA
2019-2020,Oct,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2304540,174.757304036059,34,32,1357.310231382,3840,2,5184,1709192,599981,92109,4031,512,98.827,4443.075091382,49886,58223,116456,204449,181,258438,406882,9024,2986.93786,687303,69,79.22,66.76,100.16,NA
2019-2020,Oct,31,UTTAR PRADESH,3181,AMETHI,2218751,176.894130734732,34,56,1215.795264498,10123,1,17280,1608968,410111,55825,6660,714,112.26724,4174.232461898,46057,55253,113744,190125,119,239734,363383,27403,2846.1699574,545173,72,67.02,43.86,109.04,NA
2019-2020,May,31,UTTAR PRADESH,3111,RAMPUR,294437,92.6376402897331,12,25,0.38,473,183,4293,263829,55896,26778,316,151,1.7563,246.54126,21974,23358,82103,114163,0,164383,215846,4766,244.40496,46343,30,32.31,32.61,131.93,NA
2019-2020,May,31,UTTAR PRADESH,3115,MEERUT,60606,91.8944126100119,22,4,0.56,23,230,733,78287,41678,12184,26,10,10.41318,82.9145588,3501,4182,19835,25630,0,54312,66817,756,71.9413788,27871,12,38.49,88.68,103.89,NA
2019-2020,May,31,UTTAR PRADESH,3120,AGRA,390501,110.472777139941,14,40,2.576,595,244,2292,313560,105113,37760,1850,874,2.48551,351.45995,21263,24478,75221,111228,0,161295,219276,2887,346.39844,95979,38,74.67,73.7,99.96,NA
