fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,Jan,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,1125760,195.037983009107,40,40,530.456317832,4203,0,3910,1125191,354830,18273,1126,120,39.97793,2764.984079232,27745,30170,49159,57811,2323,129763,154697,8113,2194.5498314,383748,22,65.45,69.43,103.59,NA
2021-2022,Jan,31,UTTAR PRADESH,3116,GHAZIABAD,62,204,12,0,0,4,160,17,216,28,20,0,0,0,0.44064,18,21,112,122,0,17909,26201,21,0.44064,165,38,41.2,71.3,108,NA
2021-2022,Jan,31,UTTAR PRADESH,3117,BULANDSHAHR,764573,190.444050707043,21,43,100.668289066,1978,2,8696,771806,152374,14372,199,53,13.48372,1584.010619066,36171,38808,56699,66708,708,140918,169481,10674,1469.85861,191788,17,67.64,76.07,106.03,NA
2021-2022,Jan,31,UTTAR PRADESH,3119,MATHURA,2868729,197.910608854902,37,85,3369.484631585,4772,12,18678,2876531,809379,51665,5464,439,188.0672,9250.511847585,77473,100001,103872,161184,3908,206034,316838,23450,5692.960016,965717,12,54.07,56.59,104.33,NA
2021-2022,Jan,31,UTTAR PRADESH,3125,BAREILLY,4434287,196.265186592706,31,766,2972.163499894,7106,0,26310,4451219,923831,71905,4528,231,547.48652,12255.843295894,139908,172455,215801,326493,4894,346109,500202,33416,8736.193276,924919,38,58.2,60.49,101.71,NA
2021-2022,Jan,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3836807,194.94180294704,32,280,2839.46727076,10954,1,22454,3851594,1017214,84491,2631,192,486.4067,10834.24075656,119023,144279,199886,294690,3925,395971,560970,33408,7508.3667858,821320,50,51.02,37.67,109.86,NA
2021-2022,Jan,31,UTTAR PRADESH,3131,UNNAO,4654206,200.395564512037,42,181,1043.837840791,21686,0,20474,4631283,1575305,95572,7857,576,505.33559,10830.059142791,110076,130783,202072,275943,7158,433843,557855,42160,9280.885712,1541307,58,81.62,64.45,100.33,NA
2021-2022,Jan,31,UTTAR PRADESH,3132,LUCKNOW,2103012,197.607157991753,39,111,1022.346074502,7568,3,7546,2104920,1335744,96394,5522,405,252.80569,5434.624354502,52657,66751,91699,148439,3700,212687,325553,15114,4159.47259,676457,65,61.82,45.5,103.21,NA
2021-2022,Jan,31,UTTAR PRADESH,3135,ETAWAH,2536549,200.620941012978,38,78,798.190468954,6522,0,15974,2540135,895982,52587,4784,215,269.89859,6164.131798954,66684,75839,105223,140242,4047,200872,261154,22496,5096.04274,607327,33,56.79,73.42,106.05,NA
2021-2022,Jan,31,UTTAR PRADESH,3136,KANPUR DEHAT,2455615,199.322679664623,34,232,620.948027793,5166,1,23062,2453001,951203,59839,13517,988,215.93669,5726.272043193,71148,85897,107663,156036,2190,272424,402847,28228,4889.3873254,658156,50,71.73,64.69,105.63,NA
2021-2022,Jan,31,UTTAR PRADESH,3146,BAHRAICH,9631383,194.641954246058,48,162,5109.476816893,29530,2,30208,9615565,1548588,81221,76143,3389,705.99465,24531.395094693,200005,244629,321006,461279,18049,666327,885802,59738,18715.9236278,3901397,81,62.14,43.34,100.16,NA
2021-2022,Jan,31,UTTAR PRADESH,3148,BARABANKI,7158231,190.099913499515,46,201,5500.839312801,18711,0,34308,7261231,2805512,142290,4409,206,526.89617,19831.329332801,155743,195256,243286,354365,16006,527463,744525,53019,13803.59385,2446309,55,57.81,49.52,99.86,NA
2021-2022,Jan,31,UTTAR PRADESH,3156,MAU,3954612,195.155608091914,36,294,1925.42588497701,10657,5,21999,3955356,1240615,79895,30249,1900,412.79614,10057.321078977,108027,125225,203852,270240,4036,338053,432749,32656,7719.099054,1968712,61,77.11,58.05,102.88,NA
2021-2022,Jan,31,UTTAR PRADESH,3172,KUSHI NAGAR,4933530,191.277034392428,37,375,2956.199104919,17963,1,33529,4933586,1414833,106676,10131,630,487.02013,12880.036224919,130541,156796,244999,366918,7224,502772,696655,51492,9436.81699,1803432,32,68.69,62.86,103.55,NA
2021-2022,March,31,UTTAR PRADESH,3109,BIJNOR,4242385,202.558667599901,27,296,3044.13152354601,16186,4,17455,4210447,1692414,129488,11616,736,537.08706,12109.843926746,154504,193331,199718,303500,6117,303937,443325,33641,8528.6253432,1145332,34,53.68,53.22,103.96,NA
2021-2022,March,31,UTTAR PRADESH,3115,MEERUT,943479,201.113121658687,45,25,243.256037852,2571,3,3196,960326,425611,17165,5049,214,6.83847,2181.436104552,20978,23683,31697,39131,1935,74837,90069,5767,1931.3415967,357772,23,61.46,70.54,105.49,NA
2021-2022,March,31,UTTAR PRADESH,3116,GHAZIABAD,68,155.154929577465,12,0,0,4,160,17,284,28,20,0,0,0,0.44064,22,25,112,122,0,17909,26201,21,0.44064,165,38,55.28,78.17,133.96,NA
2021-2022,March,31,UTTAR PRADESH,3118,ALIGARH,3495979,204.022800038854,29,226,1417.05290678,7103,2,20728,3407617,863312,55152,4899,305,220.53078,8589.89930478,115010,130230,160328,210480,3384,285857,368698,27831,6952.315618,761804,23,71.33,72.13,100.7,NA
2021-2022,March,31,UTTAR PRADESH,3119,MATHURA,3118967,200.956793502046,38,85,3405.021401585,6046,12,17569,3016088,846428,51665,5680,439,257.48477,9723.539905585,78019,100931,103872,161184,4578,202438,310267,23615,6061.033734,1014381,12,54.06,56.47,104.1,NA
2021-2022,March,31,UTTAR PRADESH,3122,ETAH,2779815,202.172620028567,42,70,931.571291158001,6189,3,13175,2713604,505475,32593,635,47,407.68228,6825.417875158,63896,73656,101968,142200,3210,209720,283422,19364,5486.164304,807318,36,58.75,49.01,108.25,NA
2021-2022,March,31,UTTAR PRADESH,3126,PILIBHIT,3362686,203.821684514841,30,352,3260.903653665,21717,1,9662,3465247,674574,52289,7279,567,544.33114,10868.159601665,114162,147370,171177,271149,5214,311848,456586,31379,7062.924808,789022,53,55.95,44.47,100.79,NA
2021-2022,March,31,UTTAR PRADESH,3128,KHERI,9332382,202.538779284819,43,676,2867.081641172,46108,1,54328,9669643,3315032,191008,171737,9207,850.0279,23301.886434572,222031,295725,355154,544352,18581,682099,960996,100436,19584.7768934,2923780,72,67.08,40.02,100.92,NA
2021-2022,March,31,UTTAR PRADESH,3130,HARDOI,7912693,201.528877424247,42,204,4343.29117506901,18810,0,39938,7812426,2891854,150730,12301,476,936.98658,21024.572172469,184357,202288,308519,399085,10457,697484,880139,58748,15744.2944174,1604617,40,63.74,62.18,103.76,NA
2021-2022,March,31,UTTAR PRADESH,3132,LUCKNOW,2290000,203.547990513873,42,116,1097.903184502,9084,3,6201,2279961,1448008,96411,5991,412,366.77347,6105.491454502,53870,68538,91728,148480,4595,210972,318167,15285,4640.8148,726188,65,59.65,42.72,103.56,NA
2021-2022,March,31,UTTAR PRADESH,3133,RAE BARELI,5923722,202.341845443568,39,240,2824.278696069,31085,1,36606,5957798,2039555,136243,18736,1085,729.75442,15609.151537069,152077,196015,239462,404496,7366,394276,621251,67691,12055.118421,2301024,59,57.73,46.75,100.77,NA
2021-2022,March,31,UTTAR PRADESH,3134,FARRUKHABAD,2701670,203.9328215506,42,134,1842.56445144299,6822,4,14332,2742049,375624,16308,5736,152,347.0752,7781.57754544299,64414,71515,86618,106173,5546,189189,226980,21154,5591.937894,601541,43,64.86,56.88,106.06,NA
2021-2022,March,31,UTTAR PRADESH,3144,PRATAPGARH,7592172,202.818093876064,47,75,3246.696386994,17493,44,59699,7672712,3181520,146349,28182,811,763.956,19572.300613994,160582,182377,272258,341767,10563,575292,709752,77192,15561.648227,3657750,62,63.15,55.19,108.56,NA
2021-2022,March,31,UTTAR PRADESH,3147,GONDA,4696397,201.553891822344,42,173,1843.744302218,24930,2,24273,5041078,1162176,58395,14081,641,870.64037,12874.873571018,117484,130025,226940,272671,9311,473696,555294,49203,10160.4888988,2088320,55,73.84,52.37,102.5,NA
2021-2022,March,31,UTTAR PRADESH,3152,MAHARAJGANJ,6458370,201.122637695615,42,532,2318.543754021,15667,0,27194,6825526,1524973,96665,30328,2515,721.77673,16767.998411821,158792,195285,274046,432878,15378,417499,652795,42861,13727.6779278,2852754,38,56.65,56.89,101.5,NA
2021-2022,March,31,UTTAR PRADESH,3159,BALLIA,3835465,202.371524673098,38,159,959.804429982999,12641,4,38236,3950578,672884,44913,102369,6056,685.7745,9640.423861983,103262,118185,196960,272109,3402,421543,542886,50877,7994.844932,1773495,55,65.54,45.73,104.09,NA
2021-2022,March,31,UTTAR PRADESH,3169,AURAIYA,1910763,196.930526048708,36,59,489.212522828,3203,0,13777,1994264,910923,59912,9508,576,251.33039,4667.857498828,54523,63049,92852,130986,2269,169862,228662,16980,3927.314586,503875,38,53.57,58.39,104.85,NA
2021-2022,March,31,UTTAR PRADESH,3171,CHANDAULI,3727178,205.236780126515,38,265,1860.615663967,6364,1,26248,3631975,1124417,83984,20550,1087,460.77572,9775.539928967,93398,127815,141934,252629,4564,278525,491593,32612,7454.148545,1212401,45,65.75,53.61,104.3,NA
2021-2022,March,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,5845897,195.471000579789,42,84,6153.63448335103,11565,28,21127,6012534,1740498,92958,12087,607,474.70878,18381.103633351,141352,162980,208554,285093,7205,379311,514445,32692,11752.76037,3192521,61,60.34,45.7,102.28,NA
2021-2022,March,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4417999,200.334448985166,36,155,2071.186608157,8978,0,35441,4386234,1604870,112387,11897,690,604.56609,11462.890413257,119297,146934,179410,277353,5052,354712,514097,44419,8787.1377151,1787957,52,62.87,43.78,100.89,NA
2021-2022,March,31,UTTAR PRADESH,3180,KASHGANJ,2695757,203.773000449029,39,165,2336.347632502,6647,0,6155,2699156,503020,30269,2201,91,323.64708,8160.145880502,68213,81994,93043,153255,5649,164701,250084,12802,5500.151168,660961,18,51.57,62.02,101.24,NA
2021-2022,March,31,UTTAR PRADESH,3181,AMETHI,5229044,202.136296249804,48,124,4873.197941181,30428,0,24747,5241860,1435816,73922,14485,687,444.87766,15913.777259781,107670,137578,168276,254205,9658,310275,438341,55175,10595.7016586,1911201,63,53.41,37.63,101.91,NA
2021-2022,March,31,UTTAR PRADESH,3182,HAPUR,247667,203.972168234805,38,4,33.387554735,416,7,1067,233079,112780,4922,124,8,2.47468,511.278524735,5986,6560,10878,12181,311,20256,22790,1483,475.41629,90468,22,26.46,41.42,102.12,NA
2021-2022,Feb,31,UTTAR PRADESH,3112,SAHARANPUR,1670953,202.121290051645,25,143,719.265100724,4615,3,18996,1678770,675995,73937,4293,317,236.21738,4348.634061724,66567,78647,106811,157238,1404,175035,244801,23611,3393.151581,602507,32,60.48,65.46,102.33,NA
2021-2022,Feb,31,UTTAR PRADESH,3117,BULANDSHAHR,783596,192.125626000499,22,43,105.485909066,2284,2,8413,817092,160354,14372,202,53,15.99765,1691.326679066,36672,39370,56725,66734,897,140232,168611,10697,1569.84312,202770,17,65.71,73.78,107.33,NA
2021-2022,Feb,31,UTTAR PRADESH,3121,FIROZABAD,3227155,197.07418782857,40,137,901.877401692,4295,6,17553,3289638,1079171,40955,5966,127,205.95355,7590.858322692,80717,92103,97075,117603,5324,226285,276566,21848,6483.027371,1145686,31,60.46,57.43,99.81,NA
2021-2022,Feb,31,UTTAR PRADESH,3123,MAINPURI,3460984,198.292721766236,43,105,1771.512496441,8620,9,22503,3643138,1049338,55497,7001,363,292.74649,9288.336484341,83997,97022,134389,189075,6211,226635,305174,31123,7224.0774979,911023,29,65.8,64.48,107.03,NA
2021-2022,Feb,31,UTTAR PRADESH,3124,BUDAUN,3458945,198.164123934636,34,423,1950.521221643,4491,1,18895,3540221,673574,47171,2427,167,615.47358,9581.442731643,102848,113320,171394,222076,4038,340881,438932,23386,7015.44793,773579,18,66.41,68.69,101.85,NA
2021-2022,Feb,31,UTTAR PRADESH,3129,SITAPUR,13019125,197.065317470291,47,678,8640.769955359,58331,2,53107,13599241,5081813,321836,22188,1163,936.47682,36376.634225559,284030,380644,455135,786317,23418,852059,1402624,111438,26799.3874502,4463441,79,63.98,37.41,104.98,NA
2021-2022,Feb,31,UTTAR PRADESH,3131,UNNAO,4773167,202.051365322973,43,181,1057.541780791,23614,0,18626,4782861,1626313,95572,8039,576,597.71115,11319.088882791,110877,131848,202074,275945,7973,433952,557685,42240,9663.835952,1593326,58,80.87,63.82,100.35,NA
2021-2022,Feb,31,UTTAR PRADESH,3132,LUCKNOW,2161370,200.07383492942,41,112,1047.101114502,8304,3,6901,2205081,1400137,96406,5768,412,301.19057,5760.081804502,53403,67861,91722,148473,4120,212712,325352,15205,4411.79012,705235,65,61.06,44.48,103.65,NA
2021-2022,Feb,31,UTTAR PRADESH,3133,RAE BARELI,5585134,198.9304130271,38,239,2677.965666069,27256,1,39742,5720690,1958495,136243,18104,1085,600.60898,14658.766891069,149959,192695,239458,404492,6310,398944,632419,66998,11380.192245,2208749,59,60.76,48.06,100.74,NA
2021-2022,Feb,31,UTTAR PRADESH,3139,JHANSI,4580602,199.071076062679,52,251,3275.463809206,13103,0,15989,4643289,1623752,88335,52539,2086,331.64918,12850.558366206,87641,135088,134892,248069,10558,233238,436529,29092,9243.445377,1788554,55,58.25,46.74,101.59,NA
2021-2022,Feb,31,UTTAR PRADESH,3140,LALITPUR,4499025,198.061120559157,48,175,1972.924596333,2381,0,30148,4623531,1129930,62769,510219,19991,275.71881,11406.060714333,96078,144794,143663,259964,16470,211787,381263,32529,9157.417308,1871187,63,75.54,57.55,101.71,NA
2021-2022,Feb,31,UTTAR PRADESH,3142,BANDA,4112774,200.207782254288,45,66,1972.207236605,15681,1,36308,4238669,1271360,91296,3946,240,323.2198,10781.572238605,93672,136641,166797,328256,6139,296144,559453,51989,8486.145202,2065852,77,64.6,40.05,100.93,NA
2021-2022,Feb,31,UTTAR PRADESH,3144,PRATAPGARH,7160244,196.82751535844,46,75,3186.620506994,12416,44,64440,7421815,3080493,146349,27486,811,602.4358,18397.230365994,159617,180939,272255,341761,9028,595863,742056,76856,14608.174059,3531615,62,62.68,55.37,108.75,NA
2021-2022,Feb,31,UTTAR PRADESH,3147,GONDA,4416570,196.344590334963,41,168,1810.040162218,20412,3,28381,4788766,1105146,58395,13593,641,768.36942,11980.892567018,116290,128505,226940,272671,7413,477364,559752,48793,9402.4829848,1989243,55,76.16,53.97,102.57,NA
2021-2022,Feb,31,UTTAR PRADESH,3150,SULTANPUR,6393191,190.334014475524,49,233,4209.945967996,33670,3,35770,6767285,2303268,74691,24516,551,454.87207,17545.263249496,137079,161943,196510,248090,16431,463196,590465,69440,12880.4452115,3138319,71,65.81,39.45,103.51,NA
2021-2022,Feb,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,8190080,192.111947726566,42,151,14084.737740476,12663,0,35764,8626026,1607149,75625,7376,343,707.94458,31364.308880476,204748,227939,307925,384135,14053,521152,645504,48427,16571.62656,4316290,41,45.75,50.33,100.71,NA
2021-2022,Feb,31,UTTAR PRADESH,3160,GHAZIPUR,5839632,198.992672502035,35,190,2194.07283117,15873,1,41980,5882177,1567972,110378,50176,2953,654.8167,14553.99074477,164286,193930,276877,407435,3871,536234,754629,57853,11705.1012136,2414110,65,63.87,47.27,110.71,NA
2021-2022,Feb,31,UTTAR PRADESH,3166,HATHRAS,1233246,200.007225819584,30,32,444.447764882,2967,9,6551,1257712,361257,27072,1413,100,189.61684,3149.579484882,41494,48396,66792,97252,1782,106836,148861,9518,2515.51488,215486,18,72.65,73.14,103.55,NA
2021-2022,Feb,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1927496,199.509675637017,39,62,1016.698266966,8881,1,21282,1998101,879138,49768,6955,430,248.02557,5251.128660966,50419,64403,77226,121150,1578,189056,304109,30163,3986.404824,1011591,69,73.76,40.61,106.12,NA
2021-2022,Feb,31,UTTAR PRADESH,3180,KASHGANJ,2540029,200.477048020566,38,164,2252.224712502,6158,0,6206,2605113,486829,30269,2138,91,281.02906,7755.907412502,67738,81283,93043,153255,4923,164780,250433,12364,5222.65364,639053,18,55.23,65.96,101.29,NA
2021-2022,Aug,31,UTTAR PRADESH,3110,MORADABAD,1572861,178.695779050374,22,149,438.012691704,2631,65,15935,1543302,322851,40512,1496,134,145.50211,3341.330333704,67283,78028,128572,186061,190,226277,314311,18566,2757.815532,398830,46,81.17,74.59,101.77,NA
2021-2022,Aug,31,UTTAR PRADESH,3111,RAMPUR,1610141,195.828656093448,22,96,883.239628787,1882,6,16302,1603296,293511,33140,2265,198,98.57446,4121.527098787,71966,79388,120424,156172,208,248039,311616,18184,3139.71301,318177,34,63.99,62.17,109.38,NA
2021-2022,Aug,31,UTTAR PRADESH,3119,MATHURA,1615371,169.600919666602,25,77,1887.59260937,2858,15,18730,1615368,460265,51455,3105,437,76.95943,4704.23102337,64087,81385,103263,160328,413,204792,315420,21588,2739.678984,539952,12,54.33,58.05,107.05,NA
2021-2022,Aug,31,UTTAR PRADESH,3125,BAREILLY,2011701,184.614936315089,19,451,655.507903043,4156,0,25362,2011701,430116,71854,2086,228,198.18867,4567.597093043,103326,123152,214822,325316,225,345651,501883,29518,3713.90052,454538,41,65.03,67.8,101.93,NA
2021-2022,Aug,31,UTTAR PRADESH,3148,BARABANKI,3055184,180.550693589076,29,143,3785.185075094,8481,0,40381,3055051,1207730,141918,1861,206,175.63484,9476.735685094,104490,126050,242322,353187,450,527059,745592,48862,5515.91577,1013066,57,60.62,47.86,100.15,NA
2021-2022,Aug,31,UTTAR PRADESH,3149,AYODHYA,1764557,185.856348080566,23,104,2363.936602523,2427,28,27456,1764557,679660,109044,3072,492,149.36836,5792.846162523,75004,84443,185103,290161,155,299610,440389,29883,3279.5412,713796,61,75.23,69.5,102.52,NA
2021-2022,Aug,31,UTTAR PRADESH,3158,JAUNPUR,4521336,175.080433551485,27,188,2179.136390387,8110,14,61849,4520086,1681829,140375,19615,1730,389.41023,10482.332786087,162912,171092,315191,369195,72,674867,782704,69959,7913.7861657,2192255,55,79.33,58.28,100.39,NA
2021-2022,Aug,31,UTTAR PRADESH,3162,MIRZAPUR,2349684,179.312455338504,24,135,2533.680466841,7876,1,40444,2349619,1000171,149131,28711,3680,206.81092,6953.650906841,94276,125771,204631,344503,223,405372,648014,48320,4213.15952,1023263,67,68.66,54.44,101.61,NA
2021-2022,Aug,31,UTTAR PRADESH,3166,HATHRAS,632040,173.480335105373,18,26,255.235707249,830,9,7733,632040,178022,26790,836,99,50.05499,1401.755807249,33330,38118,66108,96349,45,105300,147044,8563,1096.46511,110957,20,72.46,75.54,106.17,NA
2021-2022,Aug,31,UTTAR PRADESH,3176,SHRAVASTI,1035539,187.878362137144,25,106,162.192549766,1841,0,13460,1035569,328375,51262,10503,1242,37.53437,2145.336995766,40329,49440,95619,161041,67,169354,269520,15301,1945.610076,374716,65,85.45,68.67,103,NA
2021-2022,Aug,31,UTTAR PRADESH,3177,CHITRAKOOT,1570405,177.11609985959,29,68,178.790767413,4135,0,22933,1570405,715780,93428,348,32,62.31924,3022.550095413,53478,77658,113463,212620,412,171814,316297,27068,2781.440088,684840,69,71.73,58.09,100.3,NA
2021-2022,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1127797,177.765748963782,19,148,280.979544251,1193,114,18641,1157092,340051,48923,881,97,140.91787,2478.810674251,59954,68777,110137,152163,42,223873,295266,19834,2056.91326,308985,34,82.83,74.52,103.06,NA
2021-2022,June,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,259957,151.685135750272,21,12,35.521068611,849,12,4475,259226,87430,17205,277,116,3.54288,432.271258611,11828,12812,44541,52703,14,119844,143832,5324,393.20731,102717,29,64.21,60.3,102.65,NA
2021-2022,June,31,UTTAR PRADESH,3115,MEERUT,209568,116.05867785158,23,14,5.779981565,292,81,4072,209568,86617,16440,220,210,1.49626,250.498091565,9076,10044,30204,37454,0,71222,86047,4364,243.22185,82840,26,66.37,57.59,102.5,NA
2021-2022,June,31,UTTAR PRADESH,3122,ETAH,366673,128.311683210448,17,19,12.82007,704,40,14372,366603,76257,32452,152,47,74.25738,557.47193,20638,22588,100031,139335,2,229862,319130,15076,470.39448,133596,38,79.69,44.46,107.61,NA
2021-2022,June,31,UTTAR PRADESH,3124,BUDAUN,643652,105.88470561844,13,233,47.795695137,1159,163,18721,641922,120515,46275,578,160,47.63073,775.123645137,48633,51980,165748,215737,4,331205,429011,19880,679.69722,128476,19,55.4,53.86,100.71,NA
2021-2022,June,31,UTTAR PRADESH,3126,PILIBHIT,695397,153.646719114798,16,110,46.00846043,3154,23,18995,695163,135774,52219,1434,567,100.16529,1214.26889243,41317,51146,170764,270653,2,317333,467293,22149,1068.095142,199389,55,66.51,31.66,102.08,NA
2021-2022,June,31,UTTAR PRADESH,3127,SHAHJAHANPUR,807405,149.332846317464,16,103,58.80063448,3208,42,23191,807229,227512,84127,463,190,43.2034,1307.46207648,47956,56688,197307,291699,5,399774,569912,26399,1205.458042,229406,49,75.54,34.59,104.35,NA
2021-2022,June,31,UTTAR PRADESH,3131,UNNAO,1408699,167.595616096484,23,110,33.68717199,7679,1,27680,1407239,491288,94467,2641,569,40.67817,2432.83621399,59340,68888,199717,273112,19,436657,564475,35359,2358.470872,525785,58,91.08,44.23,100.65,NA
2021-2022,June,31,UTTAR PRADESH,3137,KANPUR NAGAR,362108,139.348276856286,17,66,16.560411214,688,0,14634,362094,142409,43847,5981,1668,61.99085,583.123010814,20688,23669,71010,107187,1,212047,317809,15322,504.5717496,106511,43,75.49,51.7,103.68,NA
2021-2022,June,31,UTTAR PRADESH,3145,PRAYAGRAJ,1726688,139.809287800854,23,103,6.8882786,3342,35,77660,1726006,929161,219526,1541,318,125.19801,2545.2029846,73005,89932,291497,454234,1,565382,825603,81002,2413.116696,848880,74,82.91,33.84,102.64,NA
2021-2022,June,31,UTTAR PRADESH,3154,GORAKHPUR,1571022,115.785787657062,18,102,60.1989095,1226,52,45218,1570874,442751,90785,4064,870,89.84696,1968.8947035,85186,91714,244533,327306,4,515014,655562,46444,1818.848834,658156,61,88.72,61.74,102.13,NA
2021-2022,June,31,UTTAR PRADESH,3155,DEORIA,1359340,135.316738794334,22,62,17.06124,1704,23,28363,1358933,346972,48245,41825,5528,112.94709,1968.872148,61625,65415,161917,192559,10,317136,376415,30067,1838.863818,509510,42,90.73,70.4,99.94,NA
2021-2022,June,31,UTTAR PRADESH,3158,JAUNPUR,1721164,135.961267612182,22,106,19.62743,2723,31,57194,1720684,721110,137931,7813,1724,198.83175,2557.922958,76413,79709,307405,361188,0,659516,767026,59917,2339.463778,936246,55,76.6,26.35,100.8,NA
2021-2022,June,31,UTTAR PRADESH,3165,BAGHPAT,13900,140.993956834532,14,1,3.3914438,25,104,1446,13900,4575,2772,54,18,1.008,23.9976038,928,1039,6029,8712,0,35076,48103,1471,19.59816,3954,10,29.43,46.16,106.17,NA
2021-2022,June,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,1106098,89.0504297590021,20,27,90.6558829,777,68,20342,1105736,363599,92392,2382,589,54.23336,1129.5519029,54776,59861,204577,280600,3,385752,545935,21119,984.66266,611255,57,78.78,30.29,107.97,NA
2021-2022,Dec,31,UTTAR PRADESH,3109,BIJNOR,3633493,191.743288126074,24,276,1784.885594371,8876,4,22510,3632160,1472147,129456,10441,736,400.55512,9149.863728371,149672,186170,199630,303380,3669,303577,443973,31386,6964.423014,997614,34,63.28,63.89,103.79,NA
2021-2022,Dec,31,UTTAR PRADESH,3110,MORADABAD,3057105,188.976242737077,34,195,553.30538564,4391,2,17057,2986573,611710,40776,2719,135,299.24543,6496.46425764,87340,103683,130289,188222,3570,229926,318337,21448,5643.913442,785329,41,77.17,71.84,101.08,NA
2021-2022,Dec,31,UTTAR PRADESH,3115,MEERUT,805484,183.232563237795,40,24,174.699049132,974,3,4596,805610,356011,17137,4129,214,6.27939,1657.118291832,19803,22284,31625,39051,758,74674,89877,5570,1476.1398527,297997,24,66.79,76.28,105.23,NA
2021-2022,Dec,31,UTTAR PRADESH,3119,MATHURA,2750372,188.603577503669,35,85,2965.060937192,4647,12,18633,2749515,777316,51665,5326,439,188.0672,8338.811791192,76854,98975,103872,161184,3479,205909,316664,23280,5185.683654,922908,12,53.95,56.6,104.33,NA
2021-2022,Dec,31,UTTAR PRADESH,3131,UNNAO,4347310,195.329511602934,40,172,815.002781805,19095,0,22798,4334895,1476774,95565,7445,576,505.33559,9787.667603805,107587,127616,202051,275919,5720,433459,557821,41893,8467.329232,1449950,58,83.29,65.77,100.29,NA
2021-2022,Dec,31,UTTAR PRADESH,3137,KANPUR NAGAR,1430995,190.428555394535,30,141,203.179692153,3244,0,14267,1431152,568219,44312,21354,1669,227.27659,3155.778361253,46322,56186,72287,108754,1412,210691,311908,17511,2725.3220791,352545,46,70.26,62.01,103.74,NA
2021-2022,Dec,31,UTTAR PRADESH,3142,BANDA,3743777,191.910929999725,41,64,1417.905773253,7933,1,43625,3742571,1122531,91288,3571,240,262.50823,8862.816815253,89993,130563,166786,328241,4267,296445,560348,51558,7182.402812,1819553,77,68.64,43.32,100.99,NA
2021-2022,Dec,31,UTTAR PRADESH,3148,BARABANKI,6306129,183.954892265444,42,193,4382.481799875,16813,0,35690,6305637,2451400,142287,4015,206,526.89617,16508.905719875,146953,183272,243270,354347,10170,528083,745917,52503,11599.52775,2134822,55,57.16,47.43,99.91,NA
2021-2022,Dec,31,UTTAR PRADESH,3155,DEORIA,3730877,179.862757102643,37,93,684.427500402,4968,2,29180,3724388,877595,48448,101391,5593,524.80327,7908.017712402,99586,107108,163742,194583,3058,319708,378032,34148,6698.786942,1327989,39,72.78,67.56,100.14,NA
2021-2022,Dec,31,UTTAR PRADESH,3169,AURAIYA,1567742,178.461933088256,31,53,398.029277584,1627,0,14196,1565764,717688,59872,7434,576,185.62234,3377.944319584,49685,57140,92758,130877,1039,170946,230331,15823,2794.292702,397758,38,63.34,70.15,104.13,NA
2021-2022,Dec,31,UTTAR PRADESH,3172,KUSHI NAGAR,4375228,180.944788207523,34,370,2684.693702741,16741,1,34059,4373975,1262866,106666,9306,630,487.02013,11086.193632741,126201,150861,244900,366816,5154,502181,696128,50800,7914.4798,1597070,33,70.52,64.5,103.24,NA
2021-2022,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,4829321,169.776305631261,36,75,5960.59521902103,5395,28,25683,4827569,1396976,92957,9766,607,353.0252,14509.688719021,131381,149761,208520,285055,3375,392639,548409,31078,8196.0683,2566447,61,69.42,51.78,103.14,NA
2021-2022,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,3717476,183.287491826778,32,152,1669.071479836,3431,0,39530,3687652,1355624,112385,9492,690,404.94523,8833.021567936,112831,137581,179403,277344,2861,362804,530614,42961,6759.0048581,1504173,53,72.76,50.62,100.4,NA
2021-2022,Dec,31,UTTAR PRADESH,3183,SHAMLI,424283,186.819936015139,37,6,26.09907872,1072,0,4563,426976,67188,4173,527,29,6.98626,830.76162872,11425,13233,22859,27678,331,55854,66618,5635,797.67629,118907,20,69.13,77.63,100.62,NA
