fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2021-2022,April,31,UTTAR PRADESH,3121,FIROZABAD,125102,152.993549263801,15,8,0,91,212,15529,125102,46648,39730,56,118,0,191.39799,7964,8411,89000,108444,0,213416,263010,15620,191.39799,51461,33,69.45,53.73,99.23,NA
2021-2022,April,31,UTTAR PRADESH,3124,BUDAUN,74759,189.59254404152,15,11,0,344,745,17142,74759,13592,44737,175,159,0,141.73749,4920,5199,156446,205446,0,315911,412192,17486,141.73749,18498,21,42.55,34.16,101.52,NA
2021-2022,April,31,UTTAR PRADESH,3126,PILIBHIT,195164,168.732860423159,21,20,0,2104,118,18832,195104,39980,51961,615,567,0,329.20456,9025,12376,169204,268632,0,315167,464690,20936,329.20456,69803,56,50.59,14.96,105.05,NA
2021-2022,April,31,UTTAR PRADESH,3128,KHERI,361363,154.078919035612,18,47,0,981,246,65602,361307,136608,186973,2543,8882,0.2464,556.94432,19821,25601,342230,528879,0,668336,954979,66583,556.69792,137031,73,85.26,18.43,102.75,NA
2021-2022,April,31,UTTAR PRADESH,3135,ETAWAH,88750,216.291211267606,15,3,0,360,128,17300,88750,30246,52280,122,215,0,191.95845,5686,6001,103691,138450,0,200982,262927,17660,191.95845,23646,33,55.22,56.98,133.13,NA
2021-2022,April,31,UTTAR PRADESH,3139,JHANSI,192042,150.277907957634,23,37,0,428,51,21988,192042,84761,86151,2737,1995,0,288.5967,8039,11122,129780,240153,0,226497,431562,22416,288.5967,85294,60,76.75,17.44,100.77,NA
2021-2022,April,31,UTTAR PRADESH,3146,BAHRAICH,746300,142.797596546854,21,28,0,682,57,41563,746218,123051,80092,3661,3346,0,1065.581369,35137,40077,308974,447105,8,651618,878796,42245,1065.581369,333863,79,45.84,28.73,100.15,NA
2021-2022,April,31,UTTAR PRADESH,3147,GONDA,168199,130.356274701205,17,13,0,975,704,36009,168008,44879,56294,506,584,0,219.00897,9555,10390,213329,257463,0,441849,522213,36984,219.00897,79995,62,65.14,40.11,119.93,NA
2021-2022,April,31,UTTAR PRADESH,3148,BARABANKI,314065,173.345710346057,21,24,0,874,291,35505,314023,124144,139053,113,205,0,544.3454,14873,18058,234261,343652,0,512809,729527,36379,544.3454,134227,53,42.86,20.69,101.4,NA
2021-2022,April,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,387065,163.949922697032,17,24,0,860,264,38074,386143,92001,74959,278,334,0,633.08115,21657,23758,300707,376198,0,503316,628994,38934,633.08115,206077,47,62.72,39.67,106.29,NA
2021-2022,April,31,UTTAR PRADESH,3153,BASTI,362154,186.562032044199,19,23,0,663,234,52167,362000,91478,95701,164,210,0,675.354556,18876,21416,294353,411196,0,521251,716109,52830,675.354556,177470,59,69.44,28.6,113.15,NA
2021-2022,April,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,42,201,21,0,0,1,86,128,42,0,556,0,16,0,0.08442,2,3,1217,1543,0,16768,19349,129,0.08442,21,20,100,0,119.61,NA
2021-2022,April,31,UTTAR PRADESH,3166,HATHRAS,42593,173.016199845045,18,2,0,150,152,7482,42593,11704,25505,88,81,0,73.69279,2320,2884,62183,91144,0,99174,139193,7632,73.69279,13858,20,64.21,23.52,141.76,NA
2021-2022,April,31,UTTAR PRADESH,3167,AMROHA,18350,555.42,20,1,0,362,323,7237,18350,6698,51303,0,79,0,101.91957,906,1167,113546,180251,0,174378,276422,7599,101.91957,9079,32,62.39,15.43,112.64,NA
2021-2022,April,31,UTTAR PRADESH,3171,CHANDAULI,147366,213.553251767708,17,15,0,264,123,25039,147366,47096,83186,735,1084,0,314.704885,8425,10536,139552,249376,0,280577,508012,25303,314.704885,54065,46,70.09,41.5,113.52,NA
2021-2022,April,31,UTTAR PRADESH,3172,KUSHI NAGAR,479547,159.829401497663,16,114,0.004,4283,211,36739,479547,139220,105574,516,573,0,766.4611,28347,32614,239074,359873,0,488329,681276,41022,766.4571,181639,37,73.62,68.43,110,NA
2021-2022,April,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,70252,162.18733982573,16,1,0,489,272,22969,70236,31544,48522,91,421,0,113.9139,4211,4864,74181,117227,0,187724,307505,23458,113.9139,37804,68,91.42,45.23,108.38,NA
2021-2022,March,31,UTTAR PRADESH,3110,MORADABAD,3559709,202.824261297794,37,200,1213.60609786,10270,1,11843,3355987,683566,40778,2921,135,437.76498,8458.12691986,89775,107019,130304,188239,6254,227230,314087,22113,6806.755842,875710,40,68.87,63.52,101.26,NA
2021-2022,March,31,UTTAR PRADESH,3111,RAMPUR,3314619,202.714639450251,36,123,4242.91459103201,6538,3,13983,3281059,581615,33271,4519,198,431.66441,11325.765923032,89015,99442,121847,157739,4336,247546,308609,20521,6651.186922,623681,32,40.18,38.21,110.72,NA
2021-2022,March,31,UTTAR PRADESH,3120,AGRA,3214514,202.742908985542,37,156,1565.299805904,5326,5,15297,3147434,988185,55416,24173,1290,515.96712,8462.466175904,83021,103872,119306,175758,4612,218633,304881,20623,6381.19925,1001363,36,63.71,59.23,103.56,NA
2021-2022,March,31,UTTAR PRADESH,3125,BAREILLY,4824761,202.783390798932,34,785,3121.084899894,12437,0,21711,4858849,1000852,71905,5016,231,774.57625,13748.599905894,142394,176245,215846,326553,7122,341545,490022,34148,9852.938756,1009487,38,56.44,59.53,101.72,NA
2021-2022,March,31,UTTAR PRADESH,3131,UNNAO,5062819,203.314609180525,44,183,1101.682430791,24775,0,17790,4927518,1676275,95572,8351,576,697.24547,11817.291864791,111403,132590,202074,275945,9006,426499,546311,42565,10018.363964,1639029,58,78.68,61.74,100.33,NA
2021-2022,March,31,UTTAR PRADESH,3142,BANDA,4363094,204.380443807128,46,69,2050.488056605,18427,1,33767,4382264,1311071,91296,4047,240,384.69564,11391.674308605,94837,138621,166797,328256,7384,291541,542134,52194,8956.490612,2132660,77,63.24,39.06,100.9,NA
2021-2022,March,31,UTTAR PRADESH,3143,FATEHPUR,5236218,201.796485396323,48,178,2280.004863472,20471,1,36246,5437569,2226410,106482,3991,129,679.97108,13932.799076472,113198,131900,179935,246226,8497,387705,506806,56717,10972.823133,2397211,69,65.3,59.15,101.27,NA
2021-2022,March,31,UTTAR PRADESH,3150,SULTANPUR,6780749,197.426978087172,51,236,4306.836927996,41145,3,28851,7166259,2433807,74695,26078,551,564.20828,19019.173793596,139521,165378,196515,248099,21908,445789,564324,69996,14148.1285856,3323002,71,65.55,39.29,103.24,NA
2021-2022,March,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,8648,197.979741010274,18,0,0,37,14,181,9344,3091,603,230,18,0,18.499227,502,521,1400,1730,0,17032,19618,218,18.499227,1254,12,5.42,87.34,132.28,NA
2021-2022,March,31,UTTAR PRADESH,3166,HATHRAS,1308364,202.138766150016,31,32,452.307364882,3432,9,6189,1292491,370550,27072,1443,100,216.86957,3281.802294882,41677,48680,66797,97257,2412,106756,148380,9621,2612.62536,220918,18,69.31,69.65,103.47,NA
2021-2022,March,31,UTTAR PRADESH,3172,KUSHI NAGAR,5387460,200.340347948471,40,377,3085.395744919,19753,1,32946,5428390,1544703,106677,10717,630,699.49404,14660.145198919,134215,161683,245014,366933,9733,499808,691350,52699,10875.255414,1980178,32,62.8,57.17,103.92,NA
2021-2022,March,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,2043591,203.505577784701,40,62,1048.810086966,9518,0,20981,2057609,903710,49768,7010,430,303.47666,5539.635830966,50991,65349,77226,121150,1859,188232,301640,30499,4187.349084,1039534,68,70.54,40.11,106.31,NA
2021-2022,March,31,UTTAR PRADESH,3175,BALRAMPUR,4136664,201.060846551307,44,117,3021.64690337499,7414,0,27283,4381471,793705,38094,71911,3565,690.66037,12521.729957375,98486,111062,154895,208802,9104,261631,338661,34697,8809.422684,1563743,45,66.93,60.45,101.19,NA
2021-2022,March,31,UTTAR PRADESH,3176,SHRAVASTI,2805893,204.453500790593,47,140,530.102001659,8033,0,9865,2860511,889442,51454,22466,1244,233.66384,6612.180721659,59790,78247,96855,162537,6732,171120,268497,17898,5848.41488,1046936,60,76.71,63.24,103.09,NA
2021-2022,March,31,UTTAR PRADESH,3179,MAHOBA,1621287,203.174283579176,45,46,652.884805984,5126,1,12278,1608482,487956,34911,2671,171,192.89375,4113.800335984,35411,57605,59690,122073,2607,107593,235771,17404,3268.02178,643850,64,71.64,45.55,102.51,NA
2021-2022,March,31,UTTAR PRADESH,3183,SHAMLI,502127,204.812977714584,42,7,37.38511872,1436,0,4264,514821,82085,4182,595,29,9.13087,1100.93620872,12158,14103,22877,27710,744,55571,66341,5700,1054.42022,140661,20,66.4,74.34,100.64,NA
2021-2022,Feb,31,UTTAR PRADESH,3110,MORADABAD,3354428,200.026663926171,36,199,1157.31897786,7460,1,14383,3269481,667459,40778,2857,135,340.62643,8037.77917986,89270,106258,130305,188242,4871,230137,318347,21843,6539.833772,854578,41,71.66,66.29,101.25,NA
2021-2022,Feb,31,UTTAR PRADESH,3115,MEERUT,889929,198.417609243386,44,24,241.079857852,1632,3,4039,918408,407994,17143,4465,214,6.27939,2069.642444552,20564,23195,31662,39096,1343,74808,90032,5671,1822.2831967,341579,23,65.86,74.99,105.59,NA
2021-2022,Feb,31,UTTAR PRADESH,3116,GHAZIABAD,64,204,12,0,0,4,160,17,216,28,20,0,0,0,0.44064,18,21,112,122,0,17909,26201,21,0.44064,165,38,41.2,71.3,108,NA
2021-2022,Feb,31,UTTAR PRADESH,3122,ETAH,2619189,199.316969255696,41,69,848.274661158001,4574,3,14413,2627381,489893,32593,635,47,350.25412,6435.344961158,63324,72873,101968,142200,2866,234494,325470,18987,5236.81618,779724,37,63.36,53.37,108.11,NA
2021-2022,Feb,31,UTTAR PRADESH,3130,HARDOI,7460749,201.978338874904,41,201,4265.82377506901,17166,0,39910,7472911,2757818,150728,11918,476,779.76445,20139.249728469,180094,197427,308506,399072,8929,697691,881032,57076,15093.6615034,1523063,40,67.09,66.14,103.91,NA
2021-2022,Feb,31,UTTAR PRADESH,3134,FARRUKHABAD,2545246,198.814685913033,41,132,1810.84555144299,5134,4,15193,2647149,362766,16308,5502,152,290.7886,7364.55512144299,63918,70881,86618,106173,4362,193082,232518,20327,5262.92097,578350,44,67.95,59.48,106.1,NA
2021-2022,Feb,31,UTTAR PRADESH,3136,KANPUR DEHAT,2524681,201.088787288048,35,236,631.670567793,5515,1,22764,2557656,989880,59845,14128,988,264.50103,6039.331031193,72368,87403,107671,156045,2457,271966,401829,28279,5143.1594334,686682,50,71.56,64.54,105.81,NA
2021-2022,Feb,31,UTTAR PRADESH,3137,KANPUR NAGAR,1572537,196.407682920068,33,148,261.877939241,4825,0,12839,1587278,631087,44312,23509,1669,249.64612,3629.060000541,48068,58588,72290,108757,2075,210048,310224,17664,3117.5359413,387838,46,70.78,62.15,103.73,NA
2021-2022,Feb,31,UTTAR PRADESH,3149,AYODHYA,4126848,199.444849291826,40,146,2794.863295699,13965,28,19669,4375476,1684125,109713,7177,495,530.46916,12051.993969699,108777,127638,186588,291973,7666,303880,445120,33634,8726.661514,1794637,60,67.29,55.89,101.67,NA
2021-2022,Feb,31,UTTAR PRADESH,3155,DEORIA,4188334,196.044774369535,41,94,1515.782217625,6439,0,28210,4251066,987902,48448,114739,5593,601.25689,10451.031855625,102939,111002,163744,194585,4932,318208,375784,34649,8333.992748,1519014,39,69.88,64.87,100.17,NA
2021-2022,Feb,31,UTTAR PRADESH,3162,MIRZAPUR,5091680,197.239302674331,41,199,5345.487567926,18439,1,34820,5361340,2302677,149387,63665,3689,444.58457,16364.741767926,128632,178466,205442,345568,9198,406118,646134,53259,10574.66963,2382777,67,61.84,43.68,101.3,NA
2021-2022,Feb,31,UTTAR PRADESH,3163,SONBHADRA,5612284,197.785508827798,42,295,2603.846303981,16630,1,26288,5874738,1846474,118627,1769276,107689,461.91342,14685.140169581,137622,197829,215861,382443,9691,374165,716824,42918,11619.3804456,2936779,75,83.16,60.7,100.54,NA
2021-2022,Feb,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,8160,192.166551229998,18,0,0,17,20,189,8374,2774,596,230,18,0,16.092027,453,470,1391,1720,0,17022,19607,206,16.092027,1163,13,3.95,89.02,134.88,NA
2021-2022,Feb,31,UTTAR PRADESH,3167,AMROHA,2940106,204.243667129095,33,144,1227.797448756,7278,3,10295,2911441,731749,52878,1010,86,344.56535,7518.796663456,87851,108739,122915,192001,4237,186461,284469,17573,5946.4338647,634992,22,72.47,70.8,100.55,NA
2021-2022,Feb,31,UTTAR PRADESH,3177,CHITRAKOOT,3243875,197.528964353569,46,91,1270.801377207,8697,0,20261,3339605,1548885,93789,854,32,229.75089,8097.239437207,71411,107909,114149,213654,6572,173461,316678,28958,6596.68717,1454466,69,60.26,48.73,100.91,NA
2021-2022,Feb,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,4165754,195.713993935739,36,154,2016.507368157,7181,0,36850,4263669,1560944,112387,11339,690,472.39539,10833.499646257,118193,145287,179410,277353,4208,363207,530558,44031,8344.5968881,1739956,52,65.8,45.9,100.84,NA
2021-2022,Feb,31,UTTAR PRADESH,3183,SHAMLI,473081,199.117431608055,41,7,34.60569872,1304,0,4384,494722,78878,4182,595,29,6.98626,1026.66969872,12052,13972,22877,27710,639,56096,66959,5688,985.07774,136131,20,69.88,78.24,100.67,NA
2021-2022,Aug,31,UTTAR PRADESH,3112,SAHARANPUR,754288,181.842109247396,16,100,333.982963146,792,7,20531,754288,297487,73527,1940,313,36.88871,1742.484882146,45595,52849,105761,155939,34,171726,241095,21323,1371.613209,284566,34,58.8,63.68,101.08,NA
2021-2022,Aug,31,UTTAR PRADESH,3115,MEERUT,480820,180.611376565035,30,16,126.421976872,478,14,4471,480820,204894,16809,1341,212,2.62092,997.458517672,15517,17324,31074,38412,21,73135,88134,4949,868.4156208,180123,26,68.15,75.59,102.76,NA
2021-2022,Aug,31,UTTAR PRADESH,3124,BUDAUN,1786702,170.7430089421,21,342,886.30460767,1866,2,19277,1778665,343856,46949,1451,166,123.24403,4046.49477767,82135,88957,170075,220663,116,339016,437659,21143,3036.94614,362283,19,69.06,72.98,102.26,NA
2021-2022,Aug,31,UTTAR PRADESH,3129,SITAPUR,5877963,181.583337225012,29,486,4891.501900463,18168,2,84599,5884350,2238816,320424,10448,1157,309.54061,15886.041614463,200269,258036,450370,780292,812,844109,1397767,102767,10684.999104,1987925,80,73.77,37.26,105.51,NA
2021-2022,Aug,31,UTTAR PRADESH,3139,JHANSI,2568460,178.911886745877,37,205,1196.211908963,2679,0,24272,2568348,935957,87948,30519,2081,107.94219,5899.233963963,68725,103984,134148,246909,1078,232998,439904,26951,4595.079865,1020259,58,79.56,61.94,102.25,NA
2021-2022,Aug,31,UTTAR PRADESH,3143,FATEHPUR,2180327,170.13018848374,27,122,923.808168188,2690,2,48670,2181090,905565,106127,1585,128,137.62431,4772.125006188,79824,89061,179316,245532,160,392786,515393,51360,3710.692528,959731,70,72.16,58.78,101.85,NA
2021-2022,Aug,31,UTTAR PRADESH,3146,BAHRAICH,4915295,188.888471877414,30,126,1828.95016834,6731,2,49027,4914573,809731,81148,38249,3389,249.76456,11361.77656734,159020,188369,319699,459829,1589,665086,889422,55758,9283.061839,1995329,81,74.2,51.79,100.07,NA
2021-2022,Aug,31,UTTAR PRADESH,3156,MAU,2104029,189.64454021964,24,233,1211.547740165,2718,5,26172,2103537,659843,79808,16329,1897,143.61695,5344.407762165,86999,98478,203609,269934,116,337189,432340,28890,3989.243072,1029420,66,80.87,63.57,104.14,NA
2021-2022,Aug,31,UTTAR PRADESH,3159,BALLIA,1497508,183.682490219316,23,96,390.98243052,5194,6,39800,1496061,254506,44584,40623,5986,169.01438,3307.99891052,63136,70817,194224,268979,20,410232,531406,44994,2748.0021,682091,59,76.84,55.17,103.52,NA
2021-2022,Aug,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,815841,178.334783478409,23,41,435.207464188001,2342,2,26106,814861,366934,49552,2236,430,80.26318,1968.651244188,35280,42939,76722,120526,34,193291,314027,28448,1453.1806,410321,69,78.7,46.27,106.2,NA
2021-2022,Aug,31,UTTAR PRADESH,3183,SHAMLI,174419,155.110168722272,24,3,5.9820074,829,0,4460,176266,27840,4039,279,29,2.78544,282.1739374,7118,8278,22420,27157,8,54663,65225,5289,273.40649,54047,20,67.1,65.69,100.59,NA
2021-2022,Dec,31,UTTAR PRADESH,3121,FIROZABAD,2914321,190.053581897214,37,135,748.89953043,2843,6,18546,2916192,967559,40948,5140,127,182.27187,6473.49875143,78375,89133,97050,117573,3845,225134,275489,21389,5542.327351,1012055,31,65.24,62,99.69,NA
2021-2022,Dec,31,UTTAR PRADESH,3127,SHAHJAHANPUR,3612615,192.005333955997,31,272,2584.513079856,9949,1,23096,3612437,957398,84486,2541,192,486.4067,10006.991505656,116394,140965,199864,294664,3263,399809,566852,33045,6936.0717258,784123,50,52.92,38.63,108,NA
2021-2022,Dec,31,UTTAR PRADESH,3144,PRATAPGARH,6464684,184.942876402914,41,75,2598.379809966,6802,44,68933,6456738,2689457,146344,23865,811,494.85024,15034.507028966,153824,173081,272250,341754,5150,594678,741799,75735,11941.276979,3054080,63,62.75,54.27,109.01,NA
2021-2022,Dec,31,UTTAR PRADESH,3145,PRAYAGRAJ,6457475,189.597586682097,38,307,3800.7125833,17137,23,86976,6449544,3203422,221608,6786,338,588.13295,16617.0253093,165650,220264,296311,460499,5363,575914,838334,104113,12228.179776,2919000,76,70.75,36.07,102.87,NA
2021-2022,Dec,31,UTTAR PRADESH,3149,AYODHYA,3588741,188.441238795214,35,135,2748.570134959,7844,28,25111,3588422,1374967,109664,5883,493,474.48698,9985.123984959,101618,118278,186496,291854,4543,303053,444246,32955,6762.06687,1462297,60,71.59,62.71,101.76,NA
2021-2022,Dec,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,7012355,177.793829458729,36,141,13007.246754089,9004,0,38566,6996242,1322583,75625,6139,343,611.23289,26057.366214089,193582,214469,307925,384135,7028,521431,646423,47570,12438.88657,3488387,42,47.29,49.44,101.04,NA
2021-2022,Dec,31,UTTAR PRADESH,3156,MAU,3593408,187.364853393694,34,281,1698.73566723101,8223,5,23643,3582895,1125731,79893,27804,1900,412.79614,8824.61777123101,104996,121343,203847,270235,2975,337788,432428,31866,6713.085964,1777510,62,78.07,58.74,102.9,NA
2021-2022,Dec,31,UTTAR PRADESH,3158,JAUNPUR,7991477,186.948285862541,39,235,2755.162729752,15262,12,66716,7984278,2928288,141143,35045,1730,868.65044,18550.284029252,201941,213382,317057,371153,6256,682735,790587,81978,14926.4708595,3797803,53,76.62,60.73,100.4,NA
2021-2022,Dec,31,UTTAR PRADESH,3160,GHAZIPUR,5348008,181.481297641146,33,188,1451.050528919,8086,1,49429,5343018,1423626,110375,45768,2952,594.55894,11742.187868519,159876,187962,276851,407404,2821,535272,754240,57515,9696.5783996,2185531,65,65.16,48.31,109.68,NA
2021-2022,Dec,31,UTTAR PRADESH,3161,VARANASI,1935202,186.755604977515,30,150,766.535903366,2355,1,26235,1934138,772393,65557,13714,906,274.78968,4653.436706366,62733,82210,103678,179053,1392,206738,320290,28590,3612.111123,921834,59,55.93,34.59,101.74,NA
2021-2022,Dec,31,UTTAR PRADESH,3162,MIRZAPUR,4513220,192.179869462159,37,182,4393.010270458,11407,1,41190,4512408,1921296,149363,55122,3689,372.75819,13437.708264458,121234,166661,205399,345515,6148,406017,646837,52597,8671.939804,1995329,67,63.61,45.14,101.53,NA
2021-2022,Dec,31,UTTAR PRADESH,3165,BAGHPAT,60531,172.653466818655,24,4,9.11941702,91,5,1531,60531,16753,2870,229,19,4.21816,117.84644702,2441,2782,6447,9194,33,35711,48826,1622,104.50887,16024,10,41.02,62.64,119.16,NA
2021-2022,Dec,31,UTTAR PRADESH,3179,MAHOBA,1388933,193.470603926013,41,46,422.920454718,3711,1,13375,1387107,428021,34898,1861,171,131.51198,3238.076724718,33167,53415,59660,122028,1744,112320,254595,17086,2683.64429,560043,64,86.23,58.04,102.3,NA
2021-2022,Dec,31,UTTAR PRADESH,3180,KASHGANJ,2303994,192.308927352291,34,157,1536.719283126,4812,0,7166,2302564,432671,30269,1822,91,211.48328,6176.238693126,65802,78590,93043,153255,3382,164269,250276,11978,4428.03613,560866,18,60.89,72.36,101.2,NA
2021-2022,Dec,31,UTTAR PRADESH,3182,HAPUR,216727,183.11788173041,37,4,31.923154735,352,8,1127,216573,106411,4919,124,8,2.47468,430.981724735,5840,6386,10861,12161,244,20184,22712,1479,396.58389,84326,22,24.64,41.83,102.16,NA
2021-2022,Nov,31,UTTAR PRADESH,3118,ALIGARH,2649352,190.889826644402,24,216,1040.551230341,2880,2,23103,2649352,675876,55138,3809,305,151.39133,6249.286000341,108367,122010,160276,210425,1055,294965,381926,25983,5057.34344,590303,23,86.89,89.62,100.24,NA
2021-2022,Nov,31,UTTAR PRADESH,3122,ETAH,2023135,189.875497710864,34,61,800.605462176001,3061,3,15156,2021505,372091,32592,507,47,310.98022,4949.928362176,58677,66786,101966,142198,930,234057,325352,18217,3838.34268,587990,38,78.28,67.86,108.08,NA
2021-2022,Nov,31,UTTAR PRADESH,3131,UNNAO,3860065,196.223635695171,37,162,815.002781805,17608,0,23635,3845988,1310101,95535,6792,570,459.38425,8821.124513805,102819,121373,201943,275783,3278,437005,563632,41243,7546.737482,1291309,59,83.85,65.13,100.3,NA
2021-2022,Nov,31,UTTAR PRADESH,3132,LUCKNOW,1695199,192.756618719296,35,107,1009.861944502,5485,5,9382,1695192,1075315,96311,4307,405,225.93021,4503.386934502,48232,60799,91561,148277,1639,212499,325857,14867,3267.59478,561001,65,67.9,48.77,102.86,NA
2021-2022,Nov,31,UTTAR PRADESH,3133,RAE BARELI,4408397,190.659060631803,32,219,2053.356197436,16713,1,48561,4408495,1511942,136072,14386,1084,425.7276,10884.278952436,134982,171008,239173,404157,2454,398347,632663,65274,8405.195155,1705093,60,68.31,48.52,100.61,NA
2021-2022,Nov,31,UTTAR PRADESH,3134,FARRUKHABAD,2047045,190.499200033621,34,127,1639.647843095,2074,4,17656,2046336,285427,16308,4387,152,193.98083,5731.882383095,60037,66300,86618,106173,1433,199303,240843,19730,3898.25371,441171,44,68.3,61.28,105.48,NA
2021-2022,Nov,31,UTTAR PRADESH,3136,KANPUR DEHAT,2025983,194.169430093248,30,217,445.063887231,3854,1,23821,2025770,785212,59789,11071,987,203.1432,4581.633151231,65755,78917,107456,155813,862,273059,404444,27675,3933.426064,551024,50,75.07,66.64,105.54,NA
2021-2022,Nov,31,UTTAR PRADESH,3140,LALITPUR,3526688,187.65368096072,39,159,1941.978586333,906,0,30406,3526688,869894,62719,413056,19987,228.61643,8788.554864333,88684,131791,143441,259620,6618,211608,381658,31312,6617.959848,1452467,63,86.26,64.11,101.58,NA
2021-2022,Nov,31,UTTAR PRADESH,3168,KANNAUJ,1819325,192.707922398527,29,152,560.528858426001,6453,0,19385,1820017,617304,53577,885,65,186.26004,4254.105846426,60775,73968,100475,142456,1203,197573,265370,25838,3507.316948,436844,47,74.51,48.95,106.38,NA
2021-2022,Nov,31,UTTAR PRADESH,3170,KAUSHAMBI,1962144,183.005560182184,34,129,1646.734734109,6268,39,25995,1960871,907301,79869,589,80,158.3247,5393.562392109,56876,70202,104490,159298,1882,243314,372627,32263,3588.502958,864189,75,69.2,49.45,98.79,NA
2021-2022,Nov,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1454837,184.807867284605,32,51,606.499228615001,3239,1,26418,1451708,655176,49696,4770,430,184.51068,3473.880502615,44743,56103,77078,120978,524,193577,313533,29657,2682.870594,743554,69,75.29,38.53,107.06,NA
2021-2022,Nov,31,UTTAR PRADESH,3179,MAHOBA,1238085,193.200737976937,39,45,422.920454718,2285,1,14666,1236353,383141,34889,1595,171,125.76635,2937.329924718,31328,50107,59628,121975,1244,119838,282561,16951,2388.64312,500787,64,87.67,60.2,101.96,NA
2021-2022,Nov,31,UTTAR PRADESH,3181,AMETHI,3731252,184.70932376673,39,108,4193.858689294,11830,0,41291,3731035,1033552,73847,9315,687,298.29344,11383.721647294,94205,118504,168030,253921,3003,313629,447813,53121,6891.569518,1353429,65,58.11,41.37,101.56,NA
2021-2022,Oct,31,UTTAR PRADESH,3109,BIJNOR,2680486,190.655097077598,19,253,993.848151430999,6922,5,23000,2680124,1094576,129334,7592,736,244.98144,6348.622605431,138356,169921,199256,302917,1155,303265,444580,29922,5109.793014,732211,35,63.25,66.26,104.35,NA
2021-2022,Oct,31,UTTAR PRADESH,3119,MATHURA,2218332,184.897957754161,30,81,2371.94521697,4313,12,18215,2218538,634105,51637,4232,437,121.30523,6595.28190097,71997,92226,103780,161055,1416,205575,316241,22528,4102.031454,743109,12,56.18,59.39,105.09,NA
2021-2022,Oct,31,UTTAR PRADESH,3122,ETAH,1779346,187.911110061679,31,55,377.447614599,2764,3,15075,1778739,327799,32589,485,47,242.97136,3962.867174599,55881,63499,101949,142170,489,233969,325199,17839,3342.4482,512558,38,78.73,68.85,108.09,NA
2021-2022,Oct,31,UTTAR PRADESH,3123,MAINPURI,2522258,192.511956927628,34,100,681.407844152,5019,10,22424,2521570,737779,55427,5173,363,155.93581,5691.667406452,73999,84550,133953,188614,1994,225816,304578,27443,4854.3237523,618492,30,77.33,80.35,105.56,NA
2021-2022,Oct,31,UTTAR PRADESH,3129,SITAPUR,8425839,191.446143499151,36,557,5210.756645087,28531,2,78410,8433806,3206076,321058,13807,1160,500.1617,21857.114682287,230535,302773,452436,782960,5750,847540,1401300,106941,16146.1963372,2847925,80,70.07,36.25,104.95,NA
2021-2022,Oct,31,UTTAR PRADESH,3137,KANPUR NAGAR,1101248,189.46360424593,26,121,112.562869749,2154,0,15121,1101290,432928,44295,16726,1669,174.42682,2373.533416949,41997,50183,72245,108703,308,212004,314691,17275,2086.5437272,270370,46,67.09,61.14,104.48,NA
2021-2022,Oct,31,UTTAR PRADESH,3138,JALAUN,4029676,186.829350112117,38,339,1220.83422463,6657,1,28845,4028818,1306647,99822,4384,434,180.70676,8928.55547123,104931,151580,163777,294842,3674,270953,519781,35502,7527.0144866,1433052,49,66.82,64.76,101.05,NA
2021-2022,Oct,31,UTTAR PRADESH,3142,BANDA,2822838,189.96577913977,34,58,826.265848041,3733,1,46759,2822337,828512,91275,2357,240,172.27598,6360.016300041,81912,116851,166770,328210,1590,296641,561650,50492,5361.474472,1346203,78,77.03,51.24,101.08,NA
2021-2022,Oct,31,UTTAR PRADESH,3144,PRATAPGARH,4833527,187.38935588453,34,68,925.609462715,3548,46,70016,4830904,2037640,146248,17497,811,354.4813,10332.690651715,139505,155386,272043,341541,1409,594654,742822,73564,9052.599889,2287742,64,62.92,50.24,107.27,NA
